step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,episode
5.0,12,0,0,0,12,0,0.0,0.0,13.759514135593198,0,0.0,0.9555326899494548,0,0.0,0
10.0,12,0,0,0,12,0,0.0,0.0,11.321105447202276,0,0.0,0.831435367916297,0,0.0,0
15.0,18,0,5,0,18,0,10.0,0.5555555555555556,7.047964565665638,4,6.0,0.48458334485414,4,6.0,0
20.0,18,0,6,0,18,0,32.0,1.7777777777777777,8.35545198415565,6,32.0,0.4765769728272802,6,32.0,0
25.0,23,0,0,1,24,0,0.0,0.0,7.88993700487933,0,12.0,0.4943909895119767,0,12.0,0
30.0,19,0,5,5,24,0,20.0,1.0526315789473684,9.132155646656264,5,20.0,0.5064545494554453,5,20.0,0
35.0,21,0,6,7,28,0,46.0,2.1904761904761907,7.0817531574094,6,46.0,0.3291920746095703,6,46.0,0
40.0,21,0,0,13,34,0,0.0,0.0,8.20839885895762,0,27.0,0.6267295310539972,0,27.0,0
45.0,25,0,1,13,38,0,3.0,0.12,9.235499892943944,0,3.0,0.6419288904282012,0,3.0,0
50.0,27,0,2,13,40,0,3.0,0.1111111111111111,8.991794409375295,2,5.0,0.4795630814078425,2,5.0,0
55.0,27,0,6,17,44,0,26.0,0.9629629629629628,9.348073321071857,5,23.0,0.5249798667633148,5,23.0,0
60.0,20,0,3,24,44,0,33.0,1.65,9.68460884010061,3,32.0,0.5377003857616017,3,32.0,0
65.0,22,0,4,28,50,0,51.0,2.3181818181818183,9.074699103584535,4,50.0,0.5013927802826365,4,50.0,0
70.0,17,0,4,33,50,0,71.0,4.176470588235294,9.304916182012766,4,70.0,0.5300640560777727,4,70.0,0
75.0,26,0,4,36,62,0,91.0,3.5,9.469301894941555,4,90.0,0.6919375700579479,4,90.0,0
80.0,22,0,4,40,62,0,111.0,5.045454545454546,9.350389535781224,4,110.0,0.7001806690108229,4,110.0,0
85.0,28,0,0,40,68,0,0.0,0.0,8.74037007159634,0,0.0,0.610563526669025,0,0.0,0
90.0,25,0,6,43,68,0,16.0,0.64,9.161684688052809,6,16.0,0.474061259678213,6,16.0,0
95.0,26,0,6,46,72,0,46.0,1.7692307692307692,7.849184354043122,6,46.0,0.311696969828338,6,46.0,0
100.0,22,0,12,52,74,0,96.0,4.363636363636363,5.938172873053486,12,96.0,0.2994674139202052,12,96.0,0
105.0,22,0,0,56,78,0,0.0,0.0,4.958817220672813,0,70.0,0.3764743838743579,0,70.0,0
110.0,28,0,3,56,84,0,7.0,0.25,7.920767404221044,2,21.0,0.5806768017537823,2,21.0,0
115.0,30,2,4,56,86,0,26.0,0.8666666666666667,9.453333235584102,3,28.0,0.61566409377079,3,28.0,0
120.0,28,0,1,60,88,0,9.0,0.3214285714285714,9.394519745164787,1,25.0,0.515272450644643,1,25.0,0
125.0,25,2,4,67,92,0,13.0,0.52,9.49149003797761,3,20.0,0.5148478093574952,3,20.0,0
130.0,23,0,4,71,94,0,30.0,1.3043478260869563,8.27539219756187,4,31.0,0.4061583739693002,4,31.0,0
135.0,22,2,5,76,98,0,51.0,2.3181818181818183,9.950093943880823,4,50.0,0.5617383716359429,4,50.0,0
140.0,20,0,4,80,100,0,70.0,3.5,9.296853843891297,4,70.0,0.5381641498688745,4,70.0,0
145.0,22,2,5,84,106,0,91.0,4.136363636363637,10.308320856691598,4,90.0,0.6643674491549737,4,90.0,0
150.0,25,0,4,87,112,0,110.0,4.4,10.01425415258018,4,110.0,0.6835780446196968,4,110.0,0
155.0,22,0,4,90,112,0,130.0,5.909090909090909,9.356106053314877,4,130.0,0.5467813654881016,4,130.0,0
160.0,24,0,9,94,118,0,162.0,6.75,6.767467582706605,9,162.0,0.3535420076620684,9,162.0,0
165.0,22,0,10,96,118,0,212.0,9.636363636363637,7.149141590015511,10,212.0,0.3341491509474172,10,212.0,0
170.0,25,0,10,99,124,0,262.0,10.48,6.651003845117944,10,262.0,0.3387326084980679,10,262.0,0
175.0,22,0,10,102,124,0,312.0,14.181818181818182,7.031883213121876,10,312.0,0.3492876972753355,10,312.0,0
180.0,23,0,10,105,128,0,362.0,15.73913043478261,6.277566972820684,10,362.0,0.3132472969383465,10,362.0,0
185.0,26,0,11,108,134,0,414.0,15.923076923076923,7.489064326770732,10,412.0,0.4167784755168577,10,412.0,0
190.0,29,0,10,109,138,0,462.0,15.93103448275862,6.73534504343079,10,462.0,0.3684479948525627,10,462.0,0
195.0,26,0,13,114,140,0,521.0,20.03846153846154,5.2939298560503785,13,521.0,0.2712759554700445,13,521.0,0
