run,agent,episode_return,discounted_return,mean_return,R_bar,theta_norm,theta_change,theta_update_norm,episode_total_wait,mean_wait_per_vehicle,epsilon
1,t,-4143703.0,-1094519.5470913448,-20718.515,-47468.040009980345,1.414213562373095,1.414213562373095,1.414213562373095,42753.0,154.34296028880865,0.0409324414739318
2,t,-4714338.0,-1425932.8713894405,-23571.69,-44342.015780681126,1.4142135623730947,0.009455267937956096,0.009455267937956096,45782.0,185.35222672064776,0.033509295300337034
3,t,-3462133.0,-1043931.3006812453,-17310.665,-38284.00128403828,1.414213562373095,0.008214537464377118,0.008214537464377118,39724.0,143.92753623188406,0.02743234537427489
4,t,-4419005.0,-1280638.3180354857,-22095.025,-42944.58994453663,1.414213562373095,0.008599464535399257,0.008599464535399257,44384.0,170.7076923076923,0.02245745743050378
5,t,-4920838.0,-1383350.2905769807,-24604.19,-47957.00563102249,1.414213562373095,0.007555173448805697,0.007555173448805697,49396.0,196.015873015873,0.01838477123854821
