run,agent,episode_return,discounted_return,mean_return,R_bar,theta_norm,theta_change,theta_update_norm
1,t,-2979069.0,-771831.5859108809,-14895.345,39193.000459377596,1.4142135623730951,1.4142135623730951,1.4142135623730951
2,t,-2909898.0,-900671.5872847233,-14549.49,24727.752559711847,1.414213562373095,0.01792019084034514,0.01792019084034514
3,t,-4169108.0,-1199385.3912145596,-20845.54,42009.005823676685,1.4142135623730951,0.010621519032767516,0.010621519032767516
4,t,-4675596.0,-1250869.6821251414,-23377.98,45390.65958064723,1.414213562373095,0.009403438995937792,0.009403438995937792
5,t,-4760966.0,-1312766.932996279,-23804.83,53816.000000315704,1.4142135623730951,0.005356475528702036,0.005356475528702036
6,t,-5732421.0,-1547738.4652358692,-28662.105,62576.000000000044,1.4142135623730951,0.005146314051462164,0.005146314051462164
7,t,-5121877.0,-1540308.6459507525,-25609.385,27511.09458209208,1.4142135623730951,0.016041619933077775,0.016041619933077775
8,t,-6136250.0,-1702971.1140054432,-30681.25,64803.00000000002,1.4142135623730951,0.004098483469117442,0.004098483469117442
9,t,-6132997.0,-1701724.1738121058,-30664.985,64785.00000000003,1.4142135623730951,0.0053296493917569625,0.0053296493917569625
10,t,-5006464.0,-1405418.0297224731,-25032.32,51375.0153981926,1.4142135623730951,0.006131310159234963,0.006131310159234963
11,t,-5577508.0,-1513617.8760025944,-27887.54,61355.00000000003,1.414213562373095,0.004489823349222013,0.004489823349222013
12,t,-5452821.0,-1487959.119123468,-27264.105,60253.00000000002,1.4142135623730951,0.004991122470580941,0.004991122470580941
13,t,-5348163.0,-1498469.954438031,-26740.815,58158.00000002439,1.4142135623730951,0.005165423419905721,0.005165423419905721
14,t,-5620554.0,-1521630.3743555825,-28102.77,61731.000000000044,1.4142135623730951,0.004864603591710474,0.004864603591710474
15,t,-4447376.0,-1264439.6578329932,-22236.88,40703.57101557453,1.414213562373095,0.009350500449559975,0.009350500449559975
16,t,-6132125.0,-1701408.4599783542,-30660.625,64780.00000000003,1.4142135623730951,0.004765672075525751,0.004765672075525751
