step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,2,0,0,0,2,0,0.0,0.0,11.927373226507157,0,0.0,0.9473590738587594,0,0.0
10.0,7,0,0,0,7,0,0.0,0.0,13.537207378313537,0,0.0,0.9658949972985141,0,0.0
15.0,11,0,1,0,11,0,1.0,0.09090909090909091,11.606862580657728,1,1.0,0.8470781897195155,1,1.0
20.0,14,0,3,0,14,0,8.0,0.5714285714285714,8.812312965705052,3,8.0,0.5709241655760066,3,8.0
25.0,19,0,7,0,19,0,34.0,1.7894736842105263,7.176831059229355,7,34.0,0.40466878980557075,7,34.0
30.0,22,0,11,2,24,0,81.0,3.6818181818181817,6.505540925440889,11,81.0,0.4338089896917305,11,81.0
35.0,27,0,12,2,29,0,140.0,5.185185185185185,5.727523074134889,12,140.0,0.3406898435107432,12,140.0
40.0,30,0,17,4,34,0,214.0,7.133333333333334,4.813988420876504,17,214.0,0.29746279644860923,17,214.0
45.0,34,0,21,5,39,0,309.0,9.088235294117647,4.039809905194847,21,309.0,0.24136050722130156,21,309.0
50.0,35,0,25,5,40,0,425.0,12.142857142857142,3.1130098063982743,25,425.0,0.0946584712687578,25,425.0
55.0,37,0,27,7,44,0,554.0,14.972972972972974,3.25508600603102,27,554.0,0.14023490330855548,27,554.0
60.0,37,0,29,10,47,0,692.0,18.7027027027027,2.23861426028592,29,692.0,0.09607590047731067,29,692.0
65.0,37,0,31,12,49,0,843.0,22.783783783783782,1.2753924949067883,31,843.0,0.04849225547516381,31,843.0
70.0,42,0,28,13,55,0,708.0,16.857142857142858,1.85833424306583,28,898.0,0.0739733991750054,28,898.0
75.0,43,2,22,13,56,0,424.0,9.86046511627907,4.042426439166528,22,787.0,0.14107840277529643,22,787.0
80.0,42,5,13,15,57,0,211.0,5.023809523809524,5.76548492253367,13,653.0,0.2346588369605489,13,653.0
85.0,41,8,7,18,59,0,77.0,1.8780487804878048,5.7562686117575375,7,700.0,0.2636905916095146,7,700.0
90.0,38,9,8,24,62,0,34.0,0.8947368421052632,5.849539315851488,8,735.0,0.30610722560670456,8,735.0
95.0,40,7,16,27,67,0,94.0,2.35,4.6398738183429815,16,796.0,0.24206272278127977,16,796.0
100.0,39,8,19,31,70,0,182.0,4.666666666666667,2.7661508128661114,19,885.0,0.13336482224455065,19,885.0
105.0,41,6,27,32,73,0,303.0,7.390243902439025,1.7019168202843264,27,1006.0,0.01362338966673015,27,1006.0
110.0,43,7,34,33,76,0,458.0,10.651162790697674,1.4333199819296143,34,1161.0,0.027865200619226933,34,1161.0
115.0,40,11,38,36,76,0,642.0,16.05,0.6310342947973032,38,1345.0,0.023497524645617343,38,1345.0
120.0,39,13,38,37,76,0,832.0,21.333333333333332,0.3074541105791926,38,1535.0,1.948779269571576e-06,38,1535.0
125.0,39,16,32,37,76,0,781.0,20.025641025641026,0.839114522050605,32,1561.0,0.01639596256202381,32,1561.0
130.0,40,18,22,37,77,0,558.0,13.95,3.0985213239088565,22,1397.0,0.09054065404340489,22,1397.0
135.0,40,20,14,38,78,0,384.0,9.6,5.56128199794492,14,1074.0,0.1932914711226535,14,1074.0
140.0,38,24,8,41,79,0,179.0,4.7105263157894735,5.741645169705831,8,1121.0,0.24385499577232217,8,1121.0
145.0,33,29,6,46,79,0,24.0,0.7272727272727273,4.880768216843689,6,1151.0,0.21898632721701178,6,1151.0
150.0,32,26,14,51,83,0,78.0,2.4375,2.4795485705402944,14,1205.0,0.12634750148843976,14,1205.0
155.0,33,25,20,52,85,0,163.0,4.9393939393939394,1.3175204235997122,20,1290.0,0.06771166469118298,20,1290.0
160.0,38,25,26,52,90,0,284.0,7.473684210526316,1.0474004842950924,26,1411.0,0.05178162084642805,26,1411.0
165.0,40,27,35,53,93,0,440.0,11.0,0.6480802204953562,35,1567.0,0.0491487424865661,35,1567.0
170.0,42,31,38,53,95,0,622.0,14.80952380952381,1.2556329967849724,38,1750.0,0.0718877822967976,38,1750.0
175.0,43,32,38,53,96,0,812.0,18.88372093023256,1.5197219976436673,38,1940.0,0.07094021766909946,38,1940.0
180.0,43,34,38,54,97,0,1002.0,23.302325581395348,1.5491859951315161,38,2130.0,0.07219246772242201,38,2130.0
185.0,44,36,32,54,98,0,928.0,21.09090909090909,2.2527266986342096,32,2094.0,0.08261101778408267,32,2094.0
190.0,42,40,24,56,98,0,707.0,16.833333333333332,3.3711145862840795,24,1834.0,0.1115304613904145,24,1834.0
195.0,41,42,15,57,98,0,460.0,11.21951219512195,4.906712524180441,15,1384.0,0.12087913124059507,15,1384.0
200.0,37,44,6,61,98,0,135.0,3.6486486486486487,4.897820552160067,6,1420.0,0.1920829012651122,6,1420.0
205.0,34,47,6,66,100,0,21.0,0.6176470588235294,5.113987561168961,6,1443.0,0.2490960008204464,6,1443.0
210.0,34,45,13,69,103,0,74.0,2.176470588235294,3.6469611705535234,13,1496.0,0.189083651975315,13,1496.0
215.0,36,42,16,72,108,0,88.0,2.4444444444444446,1.8591175779220126,16,1380.0,0.1173482834756308,16,1380.0
220.0,38,41,13,72,110,0,67.0,1.763157894736842,3.0303107127779447,13,1131.0,0.10639014292704274,13,1131.0
225.0,41,43,14,72,113,0,63.0,1.5365853658536586,5.232304627817458,14,724.0,0.17243807673768063,14,724.0
230.0,40,45,6,74,114,0,44.0,1.1,7.252841034658436,6,436.0,0.29879927416713453,6,436.0
235.0,35,48,1,80,115,0,2.0,0.05714285714285714,7.652233983216526,1,415.0,0.4341559647653738,1,415.0
240.0,33,48,6,86,119,0,23.0,0.696969696969697,6.555371531322169,6,436.0,0.3282682466281641,6,436.0
245.0,35,47,13,90,125,0,76.0,2.1714285714285713,5.063763026906433,13,489.0,0.2486836243301428,13,489.0
250.0,36,45,20,94,130,0,159.0,4.416666666666667,2.8571028454845853,20,572.0,0.16099624733220572,20,572.0
255.0,40,43,21,95,135,0,163.0,4.075,1.7187852130753005,21,554.0,0.07822669501875966,21,554.0
260.0,43,44,19,96,139,0,122.0,2.8372093023255816,3.5433567298945983,19,356.0,0.1379417482882047,19,356.0
265.0,44,48,16,96,140,0,101.0,2.2954545454545454,5.609031627865397,16,300.0,0.23023075438646556,16,300.0
270.0,43,49,6,99,142,0,32.0,0.7441860465116279,5.384255247586728,6,324.0,0.253104057278743,6,324.0
275.0,39,51,8,105,144,0,33.0,0.8461538461538461,5.8386593079711995,8,350.0,0.29296445269140453,8,350.0
280.0,41,51,14,108,149,0,92.0,2.2439024390243905,5.056688758423567,14,409.0,0.2095563055815049,14,409.0
285.0,39,51,22,113,152,0,184.0,4.717948717948718,2.7753593590417114,22,501.0,0.08922943479590273,22,501.0
290.0,40,52,21,115,155,0,185.0,4.625,1.94825423437057,21,538.0,0.053520930543777795,21,538.0
295.0,39,53,19,118,157,0,135.0,3.4615384615384617,2.5485192319908743,19,495.0,0.0740033490924677,19,495.0
300.0,39,57,15,118,157,0,118.0,3.0256410256410255,4.458787295112825,15,408.0,0.1281714350538962,15,408.0
