step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,episode
5.0,12,0,0,0,12,0,0.0,0.0,12.932656793302533,0,0.0,0.9743180167771812,0,0.0,0
10.0,12,0,0,0,12,0,0.0,0.0,12.352749065032606,0,0.0,0.9287975160681666,0,0.0,0
15.0,18,0,1,0,18,0,1.0,0.0555555555555555,7.951283853982598,1,1.0,0.5234632285173995,1,1.0,0
20.0,18,0,6,0,18,0,24.0,1.3333333333333333,8.842359400593537,6,24.0,0.4563018230212316,6,24.0,0
25.0,21,0,6,3,24,0,54.0,2.571428571428572,8.10845942856411,6,54.0,0.4662817835896538,6,54.0,0
30.0,18,0,6,6,24,0,84.0,4.666666666666667,8.518719793446582,6,84.0,0.4532148006894838,6,84.0,0
35.0,20,0,6,8,28,0,114.0,5.7,7.92640152219401,6,114.0,0.4274523028287313,6,114.0,0
40.0,22,0,6,12,34,0,144.0,6.545454545454546,9.236273025549302,6,144.0,0.5917029317027089,6,144.0,0
45.0,26,0,2,12,38,0,3.0,0.1153846153846153,8.651691666002364,2,55.0,0.6024516010644749,2,55.0,0
50.0,23,0,5,17,40,0,22.0,0.9565217391304348,6.427352916188528,5,22.0,0.4198859554993545,5,22.0,0
55.0,26,0,7,18,44,0,57.0,2.1923076923076925,7.251375243797424,6,52.0,0.4105593291987683,6,52.0,0
60.0,23,0,10,21,44,0,97.0,4.217391304347826,5.6679458833375005,10,97.0,0.2224272163271127,10,97.0,0
65.0,25,0,1,25,50,0,1.0,0.04,6.089089628192479,1,67.0,0.3790661751406844,1,67.0,0
70.0,23,0,3,27,50,0,12.0,0.5217391304347826,7.960091913091345,2,17.0,0.4988516197717869,2,17.0,0
75.0,34,0,3,28,62,0,16.0,0.4705882352941176,9.091881877036874,2,28.0,0.6082603700220321,2,28.0,0
80.0,28,0,2,34,62,0,15.0,0.5357142857142857,10.312802175437511,1,10.0,0.7765134931599147,1,10.0,0
85.0,31,0,4,37,68,0,32.0,1.032258064516129,8.310467725728483,2,17.0,0.4757125156413087,2,17.0,0
90.0,25,0,4,43,68,0,5.0,0.2,7.42360356515203,3,26.0,0.4455741347942691,3,26.0,0
95.0,25,0,5,47,72,0,28.0,1.12,8.127045183794928,5,49.0,0.415926844486206,5,49.0,0
100.0,23,0,8,51,74,0,61.0,2.652173913043478,6.746749719338488,8,82.0,0.3265676154311387,8,82.0,0
105.0,23,0,11,55,78,0,116.0,5.043478260869565,5.343650519205499,11,137.0,0.3348697668138756,11,137.0,0
110.0,27,0,16,57,84,0,185.0,6.851851851851852,4.9614073011729785,16,206.0,0.3372362011149905,16,206.0,0
115.0,29,2,20,57,86,0,274.0,9.448275862068966,3.5498752024813327,20,295.0,0.2536007207858835,20,295.0,0
120.0,31,0,11,57,88,0,95.0,3.064516129032258,3.40478936667793,11,255.0,0.2320486230883494,11,255.0,0
125.0,35,2,6,57,92,0,13.0,0.3714285714285714,5.813943208540151,4,157.0,0.3320484611107255,4,157.0,0
130.0,37,0,12,57,94,0,62.0,1.6756756756756757,5.792909742973192,10,159.0,0.2655720727777668,10,159.0,0
135.0,37,2,8,61,98,0,26.0,0.7027027027027027,5.684700288768704,8,177.0,0.2519268821614396,8,177.0,0
140.0,34,0,16,66,100,0,72.0,2.117647058823529,5.354196782206253,16,235.0,0.1996051656815426,16,235.0,0
145.0,37,2,21,69,106,0,168.0,4.54054054054054,4.624500512250739,21,331.0,0.2180340191691225,21,331.0,0
150.0,37,0,13,75,112,0,103.0,2.783783783783784,4.877112646859724,13,308.0,0.3595868692158065,13,308.0,0
155.0,37,0,5,75,112,0,11.0,0.2972972972972973,5.134015520697962,3,236.0,0.300075649175575,3,236.0,0
160.0,42,0,14,76,118,0,57.0,1.3571428571428572,5.680033022035194,12,231.0,0.2978562353196065,12,231.0,0
165.0,38,0,19,80,118,0,147.0,3.8684210526315783,4.190399313880659,17,296.0,0.1273404056513306,17,296.0,0
170.0,40,0,10,84,124,0,94.0,2.35,6.119598305607665,10,290.0,0.3105031935345312,10,290.0,0
175.0,37,0,6,87,124,0,10.0,0.2702702702702703,5.681129811932134,5,263.0,0.2192174784248238,5,263.0,0
180.0,36,0,17,92,128,0,72.0,2.0,4.838982427364946,17,302.0,0.1443893541285473,17,302.0,0
185.0,37,0,21,97,134,0,176.0,4.756756756756757,4.818254339627726,21,406.0,0.2358474135921345,21,406.0,0
190.0,37,0,26,101,138,0,293.0,7.918918918918919,3.516651946392657,26,523.0,0.2143846302256965,26,523.0,0
195.0,37,0,27,103,140,0,428.0,11.567567567567568,2.26135248756473,27,658.0,0.1051932086165292,27,658.0,0
200.0,41,0,31,103,144,0,572.0,13.951219512195122,2.60728847908848,31,802.0,0.1103720576263004,31,802.0,0
205.0,42,0,34,104,146,0,736.0,17.523809523809526,1.7729676915943644,34,966.0,0.0710841252999941,34,966.0,0
210.0,43,0,25,107,150,0,494.0,11.488372093023257,2.366624384497436,25,903.0,0.1475228273238129,25,903.0,0
215.0,43,0,11,107,150,0,64.0,1.4883720930232558,2.9861979148050395,9,777.0,0.0938533078565535,9,777.0,0
220.0,55,0,11,107,162,0,52.0,0.9454545454545454,6.29495247451991,9,712.0,0.365958751080317,9,712.0,0
225.0,50,0,18,112,162,0,128.0,2.56,5.685104236052233,16,685.0,0.3073312805511811,16,685.0,0
230.0,52,0,19,116,168,0,104.0,2.0,4.834973161073138,19,774.0,0.2243817370590906,19,774.0,0
235.0,47,0,20,121,168,0,90.0,1.9148936170212767,3.445830407844978,20,859.0,0.1088804630415215,20,859.0,0
240.0,47,0,30,125,172,0,197.0,4.191489361702128,2.60240306663276,30,982.0,0.0871554488292173,30,982.0,0
245.0,46,0,37,128,174,0,372.0,8.08695652173913,1.5903159453252789,37,1158.0,0.0637824083939099,37,1158.0,0
250.0,47,0,43,131,178,0,571.0,12.148936170212766,1.0655072196784874,43,1357.0,0.0775556712884226,43,1357.0,0
255.0,53,0,43,131,184,0,786.0,14.830188679245284,1.564963093837784,43,1572.0,0.1127115293105318,43,1572.0,0
260.0,57,0,48,131,188,0,1018.0,17.859649122807017,1.796770985925392,48,1804.0,0.1279764660066739,48,1804.0,0
265.0,59,0,50,131,190,0,1264.0,21.42372881355932,1.2542749200267196,50,2050.0,0.058620515479417,50,2050.0,0
270.0,63,0,43,131,194,0,1048.0,16.634920634920636,1.98996717688582,42,1967.0,0.0954568508008599,42,1967.0,0
275.0,62,0,30,132,194,0,508.0,8.193548387096774,2.248474412108546,29,1947.0,0.0608460054568809,29,1947.0,0
280.0,66,0,14,134,200,0,124.0,1.878787878787879,4.104005366526862,12,1679.0,0.1809792532397703,12,1679.0,0
285.0,62,0,5,138,200,0,8.0,0.1290322580645161,3.627533333600012,5,1649.0,0.1246627447985873,5,1649.0,0
290.0,66,2,16,144,210,0,61.0,0.9242424242424242,4.107261769127369,16,1703.0,0.2271336611187018,16,1703.0,0
295.0,64,0,32,148,212,0,188.0,2.9375,2.3013593660785525,32,1831.0,0.1388711801873491,32,1831.0,0
300.0,65,1,32,150,215,0,204.0,3.1384615384615384,1.6090422759973868,32,1686.0,0.107206775619395,32,1686.0,0
305.0,68,0,35,150,218,0,160.0,2.3529411764705883,1.6983504965538536,33,1659.0,0.0606216331150399,33,1659.0,0
310.0,70,2,30,150,220,0,180.0,2.571428571428572,2.9837871509615264,28,1628.0,0.1112054416369627,28,1628.0,0
315.0,71,0,24,153,224,0,219.0,3.084507042253521,3.246268052005997,22,1625.0,0.124208629349177,22,1625.0,0
320.0,68,2,21,158,226,0,101.0,1.4852941176470589,3.571876843696988,21,1666.0,0.1548973166573139,21,1666.0,0
325.0,71,1,29,162,233,0,124.0,1.7464788732394363,3.5222488395098157,29,1764.0,0.1425549494207937,29,1764.0,0
330.0,68,0,36,166,234,0,211.0,3.1029411764705883,2.454655572393784,36,1916.0,0.0851162069867641,36,1916.0,0
335.0,66,0,34,172,238,0,207.0,3.136363636363636,1.5406359423673046,32,1775.0,0.094447430242877,32,1775.0,0
340.0,67,0,31,173,240,0,150.0,2.238805970149253,1.935821448120988,31,1581.0,0.0666741306040254,31,1581.0,0
345.0,71,0,23,173,244,0,141.0,1.9859154929577465,3.097498551169512,21,1629.0,0.1040211447941545,21,1629.0,0
350.0,70,0,9,176,246,0,16.0,0.2285714285714285,3.5176906501281,9,1666.0,0.1201928282853673,9,1666.0,0
355.0,67,0,20,183,250,0,77.0,1.1492537313432836,2.632425768228528,20,1725.0,0.09142788605606,20,1725.0,0
360.0,64,0,31,186,250,0,204.0,3.1875,1.53344624123656,31,1854.0,0.0354960555857575,31,1854.0,0
365.0,71,0,38,191,262,0,219.0,3.084507042253521,1.925225493187598,36,1719.0,0.1352502160928977,36,1719.0,0
370.0,71,0,33,191,262,0,171.0,2.408450704225352,2.617791742709076,31,1770.0,0.1350106320009501,31,1770.0,0
375.0,77,0,31,191,268,0,178.0,2.311688311688312,2.6343124804936884,29,1820.0,0.0842871358861297,29,1820.0,0
380.0,74,0,20,194,268,0,58.0,0.7837837837837838,2.9750751229619694,19,1923.0,0.1034072539154589,19,1923.0,0
385.0,75,1,25,198,273,0,92.0,1.2266666666666666,2.935028771441121,25,2020.0,0.0851879536634595,25,2020.0,0
390.0,70,0,33,204,274,0,197.0,2.8142857142857145,1.6421790312403022,33,2169.0,0.0416574756795521,33,2169.0,0
395.0,69,0,35,209,278,0,203.0,2.9420289855072466,1.04064118807786,34,2021.0,0.0536207642920123,34,2021.0,0
400.0,72,2,30,210,282,0,140.0,1.9444444444444444,2.3851897472443757,28,2039.0,0.1142743498396535,28,2039.0,0
405.0,75,3,32,210,285,0,169.0,2.2533333333333334,3.4148153789848243,30,2093.0,0.1532390953549557,30,2093.0,0
410.0,71,5,24,214,285,0,89.0,1.2535211267605637,2.7682532745972,24,2220.0,0.0934487418933284,24,2220.0,0
415.0,72,4,26,218,290,0,105.0,1.4583333333333333,2.436506240917032,26,2332.0,0.0827475269261502,26,2332.0,0
420.0,69,2,42,223,292,0,252.0,3.652173913043478,1.159685332306173,42,2510.0,0.0430750579864758,42,2510.0,0
425.0,69,5,40,226,295,0,260.0,3.768115942028986,0.9017020317981614,38,2369.0,0.0571367457227667,38,2369.0,0
430.0,70,4,36,226,296,0,196.0,2.8,1.6829389830636414,34,2411.0,0.0546952807471214,34,2411.0,0
435.0,78,8,34,226,304,0,206.0,2.641025641025641,3.576931383875864,32,2480.0,0.1787294446129373,32,2480.0,0
440.0,74,8,19,230,304,0,95.0,1.2837837837837838,3.593824048735311,19,2583.0,0.1775544583882756,19,2583.0,0
445.0,73,10,24,235,308,0,86.0,1.178082191780822,2.3872127492259803,24,2683.0,0.1049725981089951,24,2683.0,0
450.0,74,7,37,237,311,0,203.0,2.7432432432432434,1.9362072094977816,37,2842.0,0.0554808796611608,37,2842.0,0
455.0,75,8,33,239,314,0,192.0,2.56,1.862208787525239,32,2657.0,0.058559092633634,32,2657.0,0
460.0,70,9,29,245,315,0,128.0,1.8285714285714283,1.560961019667739,27,2675.0,0.0558422093210395,27,2675.0,0
465.0,72,11,32,245,317,0,151.0,2.0972222222222223,2.6153658659606367,30,2714.0,0.0909106150812417,30,2714.0,0
470.0,73,13,23,248,321,0,170.0,2.328767123287671,3.684028111746769,21,2745.0,0.1751388592393776,21,2745.0,0
475.0,72,13,25,253,325,0,255.0,3.5416666666666665,4.090385834194862,23,2775.0,0.2094524186339829,23,2775.0,0
480.0,72,10,27,256,328,0,192.0,2.6666666666666665,3.642202170424507,27,2883.0,0.146273555253597,27,2883.0,0
485.0,69,14,36,261,330,0,232.0,3.36231884057971,2.54871820380225,36,3044.0,0.0825823981043709,36,3044.0,0
490.0,69,10,42,265,334,0,291.0,4.217391304347826,1.6128830425988343,42,3244.0,0.0567730670518242,42,3244.0,0
495.0,67,14,38,269,336,0,257.0,3.835820895522388,1.0381150661412182,36,3059.0,0.0548594595414057,36,3059.0,0
500.0,68,12,32,270,338,0,173.0,2.544117647058824,1.6837082393752143,30,3127.0,0.0593434695364993,30,3127.0,0
505.0,72,16,30,270,342,0,169.0,2.3472222222222223,3.483197836009478,28,3198.0,0.1508860615157494,28,3198.0,0
510.0,72,16,23,274,346,0,179.0,2.486111111111111,4.222467978561512,21,3241.0,0.218848284152623,21,3241.0,0
515.0,70,13,20,279,349,0,121.0,1.7285714285714286,3.896333860800397,20,3321.0,0.193658685421928,20,3321.0,0
520.0,69,16,31,283,352,0,163.0,2.36231884057971,2.8856667938446026,31,3454.0,0.0857991106341087,31,3454.0,0
525.0,67,14,40,287,354,0,246.0,3.671641791044776,1.6758006308729845,40,3638.0,0.0348677676221325,40,3638.0,0
530.0,66,16,45,292,358,0,379.0,5.742424242424242,0.8993823673914076,45,3859.0,0.0414749116838435,45,3859.0,0
535.0,65,16,44,293,358,0,372.0,5.723076923076923,0.6843382605499797,43,3641.0,0.0262948125096129,43,3641.0,0
540.0,68,16,40,294,362,0,301.0,4.426470588235294,1.7125204715198874,38,3745.0,0.0730631953898671,38,3745.0,0
545.0,72,18,32,294,366,0,254.0,3.5277777777777777,3.0698473936492587,30,3824.0,0.1340833110857337,30,3824.0,0
550.0,71,20,24,297,368,0,204.0,2.8732394366197185,3.639778803526755,22,3874.0,0.1689206467106107,22,3874.0,0
555.0,71,19,23,300,371,0,154.0,2.1690140845070425,2.8540211241844995,22,3978.0,0.1011931207744857,22,3978.0,0
560.0,70,19,32,305,375,0,159.0,2.271428571428572,2.452248076931158,32,4117.0,0.08058704044075,32,4117.0,0
565.0,67,20,42,309,376,0,255.0,3.805970149253731,1.3614478376910115,42,4307.0,0.0302661924809488,42,4307.0,0
570.0,67,20,46,313,380,0,387.0,5.776119402985074,0.756681998098198,46,4529.0,0.0423254969758085,46,4529.0,0
575.0,66,20,43,314,380,0,361.0,5.46969696969697,0.4949948561814347,42,4263.0,0.0237636628423885,42,4263.0,0
580.0,75,23,40,314,389,0,270.0,3.6,2.517553495617341,38,4324.0,0.1355801330978079,38,4324.0,0
585.0,75,23,30,314,389,0,215.0,2.8666666666666667,3.4906685864823825,28,4379.0,0.1637811707670432,28,4379.0,0
590.0,73,27,20,318,391,0,108.0,1.4794520547945205,3.159953230695184,20,4503.0,0.1440289381439027,20,4503.0,0
595.0,72,24,27,322,394,0,100.0,1.3888888888888888,2.1936095775086866,27,4614.0,0.0721621739959408,27,4614.0,0
600.0,72,25,38,325,397,0,233.0,3.236111111111111,1.878994977315225,38,4777.0,0.0588720395539539,38,4777.0,0
605.0,72,25,49,327,399,0,424.0,5.888888888888889,1.0466689035112042,49,4999.0,0.0165948377457033,49,4999.0,0
610.0,70,26,61,332,402,0,694.0,9.914285714285716,0.287852495674157,61,5280.0,0.020784788926616,61,5280.0,0
615.0,74,28,57,332,406,0,712.0,9.62162162162162,1.22545835888464,56,5033.0,0.0742089711018139,56,5033.0,0
620.0,76,30,42,332,408,0,527.0,6.934210526315789,2.5680429390448447,40,4873.0,0.1267940971154432,40,4873.0,0
625.0,76,32,33,332,408,0,358.0,4.7105263157894735,3.0207163961495667,31,4800.0,0.0987168421018133,31,4800.0,0
630.0,71,36,27,337,408,0,218.0,3.0704225352112675,3.242860508171542,25,4813.0,0.1235730997956943,25,4813.0,0
635.0,70,32,27,342,412,0,260.0,3.7142857142857135,3.396252699472235,25,4824.0,0.157788546166669,25,4824.0,0
640.0,72,33,33,345,417,0,403.0,5.597222222222222,3.593715167385296,31,4860.0,0.1496422964878979,31,4860.0,0
645.0,71,30,32,349,420,0,281.0,3.95774647887324,3.3712130267395004,32,4962.0,0.121466475974576,32,4962.0,0
650.0,76,33,36,353,429,0,285.0,3.75,3.5147713872315727,36,5137.0,0.151310268126926,36,5137.0,0
655.0,73,30,43,359,432,0,350.0,4.794520547945205,2.366861914732985,43,5343.0,0.1257818542752415,43,5343.0,0
660.0,72,31,47,363,435,0,434.0,6.027777777777778,1.4118274154788846,47,5572.0,0.0699627048526408,47,5572.0,0
665.0,74,31,58,363,437,0,669.0,9.04054054054054,1.086075129943027,58,5837.0,0.0109714908735116,58,5837.0,0
670.0,73,34,56,365,438,0,679.0,9.3013698630137,1.3896511499259678,55,5531.0,0.0387834345477901,55,5531.0,0
675.0,72,35,42,367,439,0,490.0,6.805555555555555,2.113473395816333,40,5350.0,0.0595048307791283,40,5350.0,0
680.0,71,38,31,369,440,0,343.0,4.830985915492958,3.055448256594484,29,5376.0,0.1066155587655008,29,5376.0,0
685.0,70,40,24,374,444,0,218.0,3.1142857142857143,3.850866196351274,22,5372.0,0.1806431256738001,22,5372.0,0
690.0,70,36,19,378,448,0,92.0,1.3142857142857145,3.7645218254532673,19,5459.0,0.1893695641045868,19,5459.0,0
695.0,71,35,30,382,453,0,134.0,1.887323943661972,2.560345955894028,30,5581.0,0.1255352274968392,30,5581.0,0
700.0,69,35,41,386,455,0,232.0,3.36231884057971,1.2790070715601451,41,5767.0,0.0389310123750053,41,5767.0,0
705.0,72,35,49,387,459,0,406.0,5.638888888888889,1.0156934874471253,49,5995.0,0.0248845309625297,49,5995.0,0
710.0,70,36,58,390,460,0,645.0,9.214285714285714,0.2528794835688719,58,6263.0,0.0044093908330149,58,6263.0,0
715.0,71,38,57,391,462,0,675.0,9.507042253521126,0.4775119399156097,57,5936.0,0.0240884960601657,57,5936.0,0
720.0,71,38,45,391,462,0,510.0,7.183098591549296,1.5986177965060528,43,6017.0,0.0492738795139811,43,6017.0,0
725.0,78,43,33,391,469,0,348.0,4.461538461538462,3.5176396614934355,31,6004.0,0.157662736658623,31,6004.0,0
730.0,73,43,20,396,469,0,133.0,1.821917808219178,3.579228411055257,20,6102.0,0.1769243451180578,20,6102.0,0
735.0,74,45,24,399,473,0,88.0,1.1891891891891893,2.7410513292048573,24,6204.0,0.0959885934801867,24,6204.0,0
740.0,74,41,36,403,477,0,198.0,2.675675675675676,2.1438178352017383,36,6359.0,0.0627821201554475,36,6359.0,0
745.0,74,44,47,406,480,0,370.0,5.0,1.3945856271865469,47,6577.0,0.0370394467416362,47,6577.0,0
750.0,71,42,45,411,482,0,382.0,5.380281690140845,0.5631905940156188,44,6134.0,0.0256678104010042,44,6134.0,0
755.0,72,45,40,411,483,0,289.0,4.013888888888889,1.5860387645488545,39,5885.0,0.047820792925133,39,5885.0,0
760.0,76,47,33,411,487,0,260.0,3.421052631578948,3.3497930067454944,31,5872.0,0.1366434198892477,31,5872.0,0
765.0,72,51,24,415,487,0,202.0,2.805555555555556,3.8965031825224674,22,5874.0,0.1797354921349847,22,5874.0,0
770.0,72,49,18,419,491,0,85.0,1.1805555555555556,3.561868586947123,18,5962.0,0.1386887134218842,18,5962.0,0
775.0,70,49,28,425,495,0,124.0,1.7714285714285714,2.586086938321232,28,6082.0,0.0904312558206191,28,6082.0,0
780.0,69,45,40,430,499,0,233.0,3.3768115942028984,1.297016002777514,40,6258.0,0.0539775219951019,40,6258.0,0
785.0,70,47,35,433,503,0,216.0,3.085714285714286,0.8034943852483651,34,5768.0,0.0483888324848216,34,5768.0,0
790.0,72,45,33,433,505,0,150.0,2.083333333333333,1.5392377688790349,31,5761.0,0.0573821470005975,31,5761.0,0
795.0,78,51,36,433,511,0,184.0,2.358974358974359,3.1956355055175014,34,5794.0,0.1493901007997716,34,5794.0,0
800.0,74,51,18,437,511,0,79.0,1.0675675675675675,3.3302608463219894,18,5896.0,0.1673176875397415,18,5896.0,0
805.0,75,53,23,440,515,0,92.0,1.2266666666666666,2.713661864014556,23,5989.0,0.1315276098924236,23,5989.0,0
810.0,74,50,34,444,518,0,193.0,2.608108108108108,1.7813381355252038,34,6140.0,0.0564509411099165,34,6140.0,0
815.0,77,49,35,446,523,0,205.0,2.6623376623376624,1.7772086115048604,34,5640.0,0.0507984980280153,34,5640.0,0
820.0,77,50,30,447,524,0,149.0,1.9350649350649352,2.3448223852720336,28,5380.0,0.0545097213084275,28,5380.0,0
825.0,72,54,33,452,524,0,164.0,2.2777777777777777,2.683559254828891,31,5419.0,0.0810586312004343,31,5419.0,0
830.0,71,56,18,457,528,0,89.0,1.2535211267605637,3.040664012379195,18,5538.0,0.1428632084270897,18,5538.0,0
835.0,71,56,24,461,532,0,83.0,1.1690140845070425,2.34838088769428,24,5630.0,0.1275372667661399,24,5630.0,0
840.0,72,52,33,464,536,0,200.0,2.7777777777777777,1.508889678346535,33,5776.0,0.1031332037241064,33,5776.0,0
845.0,74,55,47,465,539,0,395.0,5.337837837837838,0.854964610449643,47,5984.0,0.0234006834576641,47,5984.0,0
850.0,76,53,58,465,541,0,653.0,8.592105263157896,0.735308340291232,58,6250.0,0.0064760844601253,58,6250.0,0
855.0,74,59,59,467,541,0,680.0,9.18918918918919,0.7559392674043173,58,5818.0,0.0195963238206937,58,5818.0,0
860.0,72,59,46,469,541,0,521.0,7.236111111111111,1.5599505885701397,44,5906.0,0.0517098393043533,44,5906.0,0
865.0,76,63,35,469,545,0,397.0,5.223684210526316,3.2040449227801107,33,5908.0,0.1372937169007213,33,5908.0,0
870.0,73,65,24,474,547,0,230.0,3.150684931506849,3.709873346439704,22,5908.0,0.1930802062096404,22,5908.0,0
875.0,73,61,26,478,551,0,261.0,3.5753424657534247,4.0114236066248745,24,5876.0,0.2031514275794457,24,5876.0,0
880.0,73,64,36,481,554,0,413.0,5.657534246575342,3.502164019788837,34,5918.0,0.1453419840189336,34,5918.0,0
885.0,74,59,44,485,559,0,621.0,8.391891891891891,3.317797975244592,42,6034.0,0.1316594057128702,42,6034.0,0
890.0,73,62,44,489,562,0,841.0,11.52054794520548,3.298321191919379,42,6179.0,0.1277157841554923,42,6179.0,0
895.0,72,57,35,495,567,0,712.0,9.88888888888889,2.895053649244252,35,6314.0,0.1314306169429781,35,6314.0,0
900.0,75,56,35,497,572,0,557.0,7.426666666666667,2.463422600951396,35,6461.0,0.0777502242213642,35,6461.0,0
905.0,77,56,42,501,578,0,507.0,6.584415584415584,2.3509253812212823,42,6658.0,0.0953002678107047,42,6658.0,0
910.0,78,56,37,504,582,0,352.0,4.512820512820513,1.9938074991645796,36,6098.0,0.0985783870915529,36,6098.0,0
915.0,73,58,31,509,582,0,139.0,1.904109589041096,1.6224169764640763,29,6172.0,0.0636495327243285,29,6172.0,0
920.0,76,59,35,509,585,0,176.0,2.3157894736842106,2.5533544530176844,33,6297.0,0.0800157696304276,33,6297.0,0
925.0,73,61,18,512,585,0,65.0,0.8904109589041096,3.051798472498229,18,6394.0,0.0941666146199332,18,6394.0,0
930.0,72,61,22,517,589,0,78.0,1.0833333333333333,2.4772396456177432,22,6484.0,0.0859077006107318,22,6484.0,0
935.0,70,58,35,522,592,0,200.0,2.857142857142857,1.377492778304133,35,6633.0,0.0575160015297955,35,6633.0,0
940.0,77,61,47,524,601,0,394.0,5.116883116883117,1.745360007807023,47,6843.0,0.1077339230028693,47,6843.0,0
945.0,76,60,49,526,602,0,423.0,5.565789473684211,1.547495489662688,47,6306.0,0.1015477692709335,47,6306.0,0
950.0,78,64,49,526,604,0,355.0,4.551282051282051,1.606493781818905,47,6436.0,0.0547586242011285,47,6436.0,0
955.0,78,64,41,526,604,0,324.0,4.153846153846154,2.653416955701408,39,6509.0,0.07099271047232,39,6509.0,0
960.0,74,68,20,530,604,0,106.0,1.4324324324324325,3.199098453483946,20,6615.0,0.109336693427543,20,6615.0,0
965.0,72,66,24,536,608,0,89.0,1.2361111111111112,2.779669738732837,24,6700.0,0.0956534694432335,24,6700.0,0
970.0,74,66,36,538,612,0,196.0,2.6486486486486487,2.2649397609245527,36,6844.0,0.0698661458364007,36,6844.0,0
975.0,74,65,37,545,619,0,211.0,2.8513513513513518,1.5387617396059157,35,6236.0,0.0947892251234422,35,6236.0,0
980.0,76,66,34,546,622,0,166.0,2.1842105263157894,2.259122244310214,32,6270.0,0.115212307139397,32,6270.0,0
985.0,76,68,33,546,622,0,184.0,2.421052631578948,2.556042302048245,31,6319.0,0.0914114152964347,31,6319.0,0
