run,agent,episode_return,discounted_return,mean_return,R_bar,theta_norm,theta_change,theta_update_norm
23,t,-9987.0,-4016.875244140625,-3005.146484375,-4802.90336066539,1.8469221026285545,0.11122782796258603,0.11122782796258603
24,t,-8259.0,-3240.730224609375,-2525.338623046875,-4575.146886903539,1.8665218388809655,0.044369460368868796,0.044369460368868796
25,t,-10467.0,-4639.14697265625,-2937.1220703125,-4411.344405244435,1.8565778063096434,0.05580229389409154,0.05580229389409154
26,t,-10696.0,-4880.76220703125,-2932.0224609375,-4263.412210813741,1.8375593595998032,0.24014152537641015,0.24014152537641015
27,t,-7836.0,-3325.83349609375,-2271.71240234375,-4064.242229966742,1.8066177069310347,0.11891423607299932,0.11891423607299932
28,t,-8595.0,-3414.56396484375,-2607.291015625,-3918.547108532568,1.7706546502384153,0.13287359712874322,0.13287359712874322
29,t,-7845.0,-3302.26806640625,-2287.87744140625,-3755.4801418199363,1.7957052768246335,0.08030877884351471,0.08030877884351471
30,t,-8124.0,-3172.0556640625,-2491.83251953125,-3629.1153795910677,1.8594273756233515,0.24124205060053708,0.24124205060053708
31,t,-8123.0,-3351.77734375,-2402.3701171875,-3506.440853350711,1.8580600766770687,0.07233926286167834,0.07233926286167834
32,t,-9587.0,-3813.4150390625,-2905.859375,-3446.3827055156403,1.8806893349622296,0.16562085365783347,0.16562085365783347
33,t,-8968.0,-3533.240234375,-2735.046142578125,-3375.249049221889,1.9151652343119006,0.1008416469771864,0.1008416469771864
34,t,-7193.0,-3021.80224609375,-2100.7080078125,-3247.79494508095,1.928605229025101,0.05687106312407358,0.05687106312407358
35,t,-10214.0,-4719.1015625,-2771.044677734375,-3200.1199183462927,1.9410122652707953,0.2011564626222827,0.2011564626222827
36,t,-7826.0,-2987.142822265625,-2434.3642578125,-3123.5443522929136,1.9283926539027056,0.15955094817896234,0.15955094817896234
37,t,-9403.0,-3971.367919921875,-2735.673095703125,-3084.757226633935,1.9183944771345345,0.04951871275032807,0.04951871275032807
38,t,-11757.0,-5515.1875,-3148.482177734375,-3091.129721743979,1.9062111809410807,0.20941055948159898,0.20941055948159898
39,t,-9308.0,-3538.161376953125,-2902.610107421875,-3072.277760311769,1.9525567924273912,0.06905074900047664,0.06905074900047664
40,t,-7392.0,-3011.30810546875,-2205.402587890625,-2985.5902430696547,1.9524577897984263,0.10164857102699973,0.10164857102699973
41,t,-5751.0,-2556.108154296875,-1610.2264404296875,-2848.053862805658,1.9247017045521115,0.14087571802882154,0.14087571802882154
42,t,-6832.0,-2927.269287109375,-1967.0018310546875,-2759.9486596305605,1.9524196528364754,0.13116899964743092,0.13116899964743092
43,t,-7506.0,-3067.174072265625,-2234.7490234375,-2707.4286960112545,1.9417267249057322,0.09338015797885989,0.09338015797885989
44,t,-7236.0,-3052.042724609375,-2107.23876953125,-2647.4097033632543,1.9792448585960043,0.11804321949435384,0.11804321949435384
45,t,-8777.0,-3419.976806640625,-2695.611328125,-2652.229865839429,1.9595021813558542,0.06949125127745276,0.06949125127745276
46,t,-7497.0,-3171.1845703125,-2178.763427734375,-2604.8832220289237,2.0003327591898836,0.07588679193271741,0.07588679193271741
47,t,-7584.0,-3470.515625,-2074.0947265625,-2551.804372482281,2.025777297000729,0.09199460150095413,0.09199460150095413
48,t,-6755.0,-2834.66259765625,-1974.342041015625,-2494.0581393356156,2.0321254613336093,0.06103018862979437,0.06103018862979437
49,t,-7600.0,-3035.246826171875,-2297.552734375,-2474.407598839554,2.0396486430973426,0.04759568684021747,0.04759568684021747
50,t,-6044.0,-2605.07568359375,-1732.487548828125,-2400.215593838411,2.0301348182931207,0.046666371514675134,0.046666371514675134
51,t,-7270.0,-3010.455322265625,-2144.824462890625,-2374.6764807436325,2.0259266811617653,0.1391251630734303,0.1391251630734303
52,t,-8581.0,-3736.08349609375,-2441.138671875,-2381.3226998567693,2.065956333359062,0.14295679706260167,0.14295679706260167
53,t,-8551.0,-3662.331787109375,-2462.645751953125,-2389.4550050664047,2.084299037420793,0.050800950715308275,0.050800950715308275
54,t,-5815.0,-2431.144287109375,-1704.0836181640625,-2320.917866376171,2.15206573471958,0.2410646261516055,0.2410646261516055
55,t,-8313.0,-3798.87451171875,-2276.05712890625,-2316.4317926291787,2.1490789094832916,0.14870595660307218,0.14870595660307218
56,t,-8783.0,-3881.828369140625,-2469.994873046875,-2331.7881006709486,2.159688801398008,0.3034452604440937,0.3034452604440937
57,t,-8492.0,-3240.160400390625,-2642.12060546875,-2362.821351150729,2.184384137786151,0.0535276649452339,0.0535276649452339
58,t,-6351.0,-3116.68359375,-1632.7415771484375,-2289.8133737504995,2.247039328431033,0.11054016226782472,0.11054016226782472
59,t,-8007.0,-3667.014404296875,-2188.327880859375,-2279.664824461387,2.2313172783706867,0.06676903051086397,0.06676903051086397
60,t,-5662.0,-2325.365234375,-1679.9443359375,-2219.692775608998,2.1970888231859007,0.13513324467875337,0.13513324467875337
61,t,-6492.0,-2555.287353515625,-1981.1328125,-2195.836779298098,2.199540131468993,0.059318121670643924,0.059318121670643924
62,t,-9397.0,-3816.8720703125,-2809.148193359375,-2257.1679207042257,2.1941288871286644,0.09627147447069101,0.09627147447069101
63,t,-8386.0,-3441.974853515625,-2489.222412109375,-2280.3733698447404,2.2681036198451388,0.25570846024239574,0.25570846024239574
64,t,-7680.0,-2974.3740234375,-2367.684814453125,-2289.104514305579,2.2643570569843336,0.07013328583669237,0.07013328583669237
65,t,-7546.0,-3357.792236328125,-2110.892822265625,-2271.2833451015836,2.288169450176624,0.09621685676900202,0.09621685676900202
66,t,-8610.0,-3633.655517578125,-2506.340576171875,-2294.7890682086127,2.3509443147485105,0.23113511306749107,0.23113511306749107
67,t,-7370.0,-3144.371826171875,-2128.535888671875,-2278.1637502549393,2.351598707374682,0.0892892085828178,0.0892892085828178
68,t,-7418.0,-3033.898681640625,-2207.219970703125,-2271.069372299758,2.384313761739655,0.11090254451907647,0.11090254451907647
69,t,-7273.0,-2919.558349609375,-2191.31884765625,-2263.094319835407,2.387571219821593,0.0610706515830529,0.0610706515830529
70,t,-6833.0,-2882.689697265625,-1989.568603515625,-2235.741748203429,2.387605963269751,0.05326850414799291,0.05326850414799291
71,t,-7666.0,-3414.8818359375,-2142.633544921875,-2226.4309278752735,2.3674751504607396,0.05800499442570349,0.05800499442570349
72,t,-8754.0,-3856.739013671875,-2467.914306640625,-2250.5792657518086,2.3796047489186303,0.09103258176560568,0.09103258176560568
73,t,-6385.0,-2554.673828125,-1927.9365234375,-2218.314991520378,2.3313094686291937,0.13591193896924167,0.13591193896924167
74,t,-8283.0,-3314.2939453125,-2500.92431640625,-2246.575924008965,2.333717797836371,0.09261540019532591,0.09261540019532591
75,t,-7182.0,-2957.1845703125,-2127.19384765625,-2234.637716373694,2.3236828741512627,0.07865850753866901,0.07865850753866901
76,t,-8198.0,-3297.532470703125,-2466.721435546875,-2257.846088291012,2.3709984953729575,0.0967470818914832,0.0967470818914832
77,t,-7337.0,-3040.24462890625,-2163.5791015625,-2248.419389618161,2.3470240435598515,0.11322420680932437,0.11322420680932437
78,t,-7199.0,-2889.1025390625,-2169.394287109375,-2240.5168793672824,2.3561769722578347,0.06520247968936806,0.06520247968936806
79,t,-6945.0,-3072.411376953125,-1951.6563720703125,-2211.630828637585,2.357126609363058,0.16310484127064262,0.16310484127064262
80,t,-6707.0,-2774.85595703125,-1979.9462890625,-2188.4623746800767,2.369510974863713,0.06069568334122664,0.06069568334122664
81,t,-6097.0,-2372.10888671875,-1874.3062744140625,-2157.0467646534753,2.351417538851034,0.09232703229599709,0.09232703229599709
82,t,-7178.0,-3002.292724609375,-2102.865234375,-2151.628611625628,2.380393802746087,0.16091403681207853,0.16091403681207853
83,t,-6496.0,-2527.157470703125,-1997.0570068359375,-2136.171451146659,2.402932747167611,0.07743286359547323,0.07743286359547323
84,t,-7498.0,-3683.495849609375,-1925.6695556640625,-2115.1212615983995,2.434676042039257,0.1280030788090872,0.1280030788090872
85,t,-6342.0,-2673.71142578125,-1847.5128173828125,-2088.360417176841,2.4139872331718655,0.12700974791499756,0.12700974791499756
86,t,-7628.0,-3936.30712890625,-1865.528076171875,-2066.0771830763447,2.414659029466488,0.08306586744341805,0.08306586744341805
87,t,-6661.0,-2981.602783203125,-1854.6065673828125,-2044.9301215069913,2.41209672169577,0.06516001605224651,0.06516001605224651
88,t,-7704.0,-3040.91552734375,-2346.746826171875,-2075.1117919734797,2.4012925784567702,0.30689765997789065,0.30689765997789065
89,t,-7805.0,-3139.104736328125,-2348.64306640625,-2102.464919416757,2.411391914447323,0.06704029384671917,0.06704029384671917
90,t,-6539.0,-2758.62939453125,-1903.978271484375,-2082.6162546235187,2.432069394315206,0.10337026079165978,0.10337026079165978
91,t,-11677.0,-4363.4609375,-3678.5869140625,-2242.213320567417,2.4112623755246556,0.04934971930108635,0.04934971930108635
92,t,-8895.0,-3294.50244140625,-2816.72119140625,-2299.6641076513006,2.4007136301914422,0.07274084164313607,0.07274084164313607
93,t,-6667.0,-3030.732666015625,-1833.287353515625,-2253.026432237733,2.432355540140791,0.17386761042026339,0.17386761042026339
94,t,-7696.0,-3372.081298828125,-2178.81982421875,-2245.605771435835,2.4367134700255115,0.07716898735115388,0.07716898735115388
95,t,-8696.0,-3547.230224609375,-2592.12109375,-2280.2573036672516,2.4124501960120006,0.09396758659982343,0.09396758659982343
96,t,-6592.0,-2979.1708984375,-1821.3104248046875,-2234.3626157809954,2.3971065338193958,0.07407728766480506,0.07407728766480506
97,t,-7201.0,-2963.401123046875,-2133.616455078125,-2224.2879997107084,2.4012694726750095,0.037808586751795305,0.037808586751795305
98,t,-6442.0,-2824.05517578125,-1823.0926513671875,-2184.1684648763567,2.416767929069175,0.07151873344631876,0.07151873344631876
99,t,-7319.0,-2720.060546875,-2313.070068359375,-2197.0586252246585,2.401296881784756,0.05860932667316869,0.05860932667316869
100,t,-6463.0,-2648.2265625,-1920.6278076171875,-2169.4155434639115,2.3959153471449053,0.18425068622366705,0.18425068622366705
