run,agent,episode_return,discounted_return,mean_return,R_bar,theta_norm,theta_change,theta_update_norm
1,t,-676023.0,-183627.4375,-247115.921875,-24711.592187500002,1.3369520999335835,1.3386716920935535,1.3386716920935535
2,t,-25851.0,-11382.9423828125,-7290.943359375,-22969.527304687505,1.3336452669260312,0.20046746005217098,0.20046746005217098
3,t,-11728.0,-4360.33984375,-3705.6318359375,-21043.137757812503,1.3363247771137847,0.15272871035301533,0.15272871035301533
4,t,-10347.0,-4003.495849609375,-3191.769775390625,-19258.000959570316,1.3231800208947377,0.12284906570386171,0.12284906570386171
5,t,-9408.0,-4320.72998046875,-2565.23876953125,-17588.72474056641,1.3504742845759803,0.1096144682813901,0.1096144682813901
6,t,-9656.0,-3976.086669921875,-2859.837158203125,-16115.83598233008,1.3685440827966782,0.12491547347049545,0.12491547347049545
7,t,-9356.0,-4033.9169921875,-2681.211181640625,-14772.373502261134,1.4219645334162396,0.11871128133080679,0.11871128133080679
8,t,-9143.0,-4282.00341796875,-2451.908447265625,-13540.326996761585,1.4363760092880504,0.12176568267093385,0.12176568267093385
9,t,-10862.0,-4081.22265625,-3410.794921875,-12527.373789272928,1.356625348373064,0.13438536064431564,0.13438536064431564
10,t,-7834.0,-3616.59228515625,-2126.78662109375,-11487.315072455009,1.5161154060973487,0.30125960298668314,0.30125960298668314
11,t,-10997.0,-4730.3525390625,-3156.9755859375,-10654.28112380326,1.5248778674688754,0.11375042227912124,0.11375042227912124
12,t,-7190.0,-2869.19580078125,-2174.748046875,-9806.327816110434,1.4998515007625337,0.1199758587606232,0.1199758587606232
13,t,-8671.0,-3601.904052734375,-2552.5576171875,-9080.950796218141,1.551039772543886,0.09521747566846865,0.09521747566846865
14,t,-6896.0,-2891.47900390625,-2016.7177734375,-8374.527493940077,1.5717273178232676,0.10966597115248097,0.10966597115248097
15,t,-7382.0,-3209.91748046875,-2102.0908203125,-7747.283826577319,1.628698779361043,0.10581434873670247,0.10581434873670247
16,t,-9008.0,-3859.551025390625,-2593.5224609375,-7231.907690013338,1.667388893693594,0.11153421970760678,0.11153421970760678
17,t,-8082.0,-3859.23876953125,-2130.6767578125,-6721.7845967932535,1.744016456635754,0.09636995518584585,0.09636995518584585
18,t,-8634.0,-3499.142578125,-2584.924560546875,-6308.098593168616,1.7196045908664217,0.10500447115235016,0.10500447115235016
19,t,-8332.0,-3753.98876953125,-2307.775634765625,-5908.066297328317,1.7558061763346566,0.06025837628333551,0.06025837628333551
20,t,-8076.0,-3194.4384765625,-2456.7529296875,-5562.934960564236,1.826562531148637,0.2514153243859203,0.2514153243859203
21,t,-10142.0,-4511.6474609375,-2837.734375,-5290.414902007812,1.8798977621207682,0.1416382564550746,0.1416382564550746
22,t,-8586.0,-3798.36962890625,-2412.80712890625,-5002.654124697656,1.834578019995454,0.1864255451793368,0.1864255451793368
