step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,4,0,0,0,4,0,0.0,0.0,13.594815831530767,0,0.0,0.9699979434959778,0,0.0
10.0,7,0,0,0,7,0,0.0,0.0,13.414929231541894,0,0.0,0.9529379817271868,0,0.0
15.0,10,0,0,0,10,0,0.0,0.0,12.344513013957908,0,0.0,0.8550797518792489,0,0.0
20.0,17,0,0,0,17,0,0.0,0.0,11.025712505266851,0,0.0,0.7834514616824051,0,0.0
25.0,17,0,0,2,19,0,0.0,0.0,11.570019864129376,0,0.0,0.7690397628366819,0,0.0
30.0,21,0,2,2,23,0,7.0,0.3333333333333333,11.059611232276648,2,7.0,0.6677062579156836,2,7.0
35.0,18,0,4,6,24,0,24.0,1.3333333333333333,9.935773409093658,4,24.0,0.5386627366886777,4,24.0
40.0,19,0,4,10,29,0,44.0,2.3157894736842106,9.51289764399756,4,44.0,0.5742601762631506,4,44.0
45.0,18,0,0,13,31,0,0.0,0.0,9.972568720917142,0,25.0,0.658192247719966,0,25.0
50.0,19,0,2,17,36,0,6.0,0.3157894736842105,10.286668565699781,2,6.0,0.6270139380206511,2,6.0
55.0,20,0,5,19,39,0,26.0,1.3,9.878338065383343,5,26.0,0.5543359234131952,5,26.0
60.0,20,0,2,23,43,0,3.0,0.15,8.427803542723934,2,24.0,0.5732616504906435,2,24.0
65.0,21,0,1,25,46,0,2.0,0.09523809523809523,9.220177703204106,1,6.0,0.5747705459017812,1,6.0
70.0,24,0,2,26,50,0,12.0,0.5,10.416742356675483,2,12.0,0.6501338434158785,2,12.0
75.0,25,0,3,29,54,0,25.0,1.0,10.254874092389626,3,25.0,0.7005520400244674,3,25.0
80.0,24,0,4,34,58,0,43.0,1.7916666666666667,9.546100006306911,4,43.0,0.5761656968036551,4,43.0
85.0,25,0,7,37,62,0,72.0,2.88,8.96057777743426,7,72.0,0.5133372788979831,7,72.0
90.0,24,0,1,43,67,0,7.0,0.2916666666666667,7.612825410722316,1,49.0,0.49514056894465025,1,49.0
95.0,27,0,4,44,71,0,16.0,0.5925925925925926,9.083248758891036,4,23.0,0.5751887151348822,4,23.0
