step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,episode
5.0,1,0,0,0,1,0,0.0,0.0,15.010610000000002,0,0.0,1.0,0,0.0,0
10.0,6,0,0,0,6,0,0.0,0.0,12.021612460344912,0,0.0,0.937725594321606,0,0.0,0
15.0,10,0,0,0,10,0,0.0,0.0,11.483250087261752,0,0.0,0.8845797330769564,0,0.0,0
20.0,14,0,1,0,14,0,3.0,0.2142857142857142,10.144769026659576,1,3.0,0.7463112180636826,1,3.0,0
25.0,17,0,1,0,17,0,1.0,0.0588235294117647,6.872891962976728,1,3.0,0.4982131538260985,1,3.0,0
30.0,20,0,1,0,20,0,6.0,0.3,9.652736044897503,1,5.0,0.6523465187663818,1,5.0,0
35.0,25,0,2,1,26,0,14.0,0.56,11.067242417477235,2,13.0,0.7963914070180376,2,13.0,0
40.0,23,0,2,3,26,0,6.0,0.2608695652173913,9.122213154561145,2,6.0,0.6324583013331752,2,6.0,0
45.0,23,0,4,8,31,0,20.0,0.8695652173913043,9.393674538521427,4,20.0,0.5217721850344704,4,20.0,0
50.0,21,0,6,13,34,0,48.0,2.2857142857142856,8.73314905222811,6,48.0,0.5124926597044049,6,48.0,0
55.0,21,0,3,17,38,0,6.0,0.2857142857142857,7.624232835248348,3,42.0,0.5090314513492249,3,42.0,0
60.0,25,0,2,19,44,0,7.0,0.28,9.748095821121137,2,11.0,0.6285083752307872,2,11.0,0
65.0,27,0,2,20,47,0,17.0,0.6296296296296297,10.912080970608796,2,17.0,0.6799907553899146,2,17.0,0
70.0,28,0,1,24,52,0,1.0,0.0357142857142857,9.056245570905467,1,2.0,0.5678257497409482,1,2.0,0
75.0,28,0,6,29,57,0,20.0,0.7142857142857143,9.206884193758324,6,20.0,0.537064930066298,6,20.0,0
80.0,27,0,9,33,60,0,57.0,2.111111111111111,7.621370200322882,9,57.0,0.3587870971896143,9,57.0,0
85.0,24,0,8,37,61,0,39.0,1.625,4.5290645439878014,8,79.0,0.1437401013576748,8,79.0,0
90.0,26,0,2,41,67,0,7.0,0.2692307692307692,8.07934518091745,2,60.0,0.4457036384768176,2,60.0,0
95.0,30,0,1,42,72,0,9.0,0.3,10.2949552128167,1,24.0,0.5832498888951668,1,24.0,0
100.0,27,0,1,46,73,0,14.0,0.5185185185185185,10.234522511505284,1,17.0,0.557782270348578,1,17.0,0
105.0,24,0,3,51,75,0,28.0,1.1666666666666667,11.180425865302974,3,28.0,0.6434493757683717,3,28.0,0
110.0,22,0,3,57,79,0,43.0,1.9545454545454544,10.757955876368197,3,43.0,0.611605625184072,3,43.0,0
115.0,21,0,1,62,83,0,1.0,0.0476190476190476,10.218042495622122,1,14.0,0.6783554606944139,1,14.0,0
120.0,18,0,3,67,85,0,12.0,0.6666666666666666,9.652996712126471,3,12.0,0.5874284907932152,3,12.0,0
125.0,17,0,6,69,86,0,33.0,1.9411764705882355,6.4939171854192566,6,33.0,0.259738537602151,6,33.0,0
130.0,16,0,3,73,89,0,12.0,0.75,6.349046767222566,3,37.0,0.3977938803896172,3,37.0,0
135.0,17,0,1,75,92,0,3.0,0.1764705882352941,10.327506000716545,1,13.0,0.695230520655788,1,13.0,0
140.0,22,0,1,75,97,0,8.0,0.3636363636363636,11.745002493398353,1,8.0,0.7650449767129868,1,8.0,0
145.0,22,0,0,78,100,0,0.0,0.0,10.854316762388995,0,0.0,0.7388356459772958,0,0.0,0
150.0,20,0,4,83,103,0,11.0,0.55,9.169874757866271,4,11.0,0.4987038982814747,4,11.0,0
155.0,22,0,7,87,109,0,40.0,1.818181818181818,8.27241425293407,7,40.0,0.5186138385506053,7,40.0,0
160.0,24,0,3,90,114,0,11.0,0.4583333333333333,8.0083247161721,3,45.0,0.5354895629937796,3,45.0,0
165.0,25,0,0,92,117,0,0.0,0.0,9.095912679833624,0,14.0,0.5606090295080084,0,14.0,0
170.0,26,0,2,93,119,0,4.0,0.1538461538461538,9.769380642753791,2,4.0,0.4954155159466679,2,4.0,0
175.0,24,0,2,98,122,0,3.0,0.125,7.512737401062978,2,8.0,0.3645122222301609,2,8.0,0
180.0,25,0,7,102,127,0,30.0,1.2,8.580967837080957,7,30.0,0.4685192626473989,7,30.0,0
185.0,27,0,9,105,132,0,72.0,2.6666666666666665,6.98254494230407,9,72.0,0.3861560023204913,9,72.0,0
190.0,24,0,7,109,133,0,44.0,1.8333333333333333,5.240017645943975,7,94.0,0.3128328133080905,7,94.0,0
195.0,27,0,3,111,138,0,8.0,0.2962962962962963,6.643966270170941,3,58.0,0.3651605085445576,3,58.0,0
200.0,29,0,5,111,140,0,31.0,1.0689655172413792,8.801235492825713,5,46.0,0.4858251972359049,5,46.0,0
205.0,31,0,3,115,146,0,6.0,0.1935483870967742,7.465534183909081,3,45.0,0.4485415530652831,3,45.0,0
210.0,28,0,8,119,147,0,33.0,1.1785714285714286,7.487390812151712,8,48.0,0.401210675041846,8,48.0,0
215.0,28,0,11,123,151,0,83.0,2.9642857142857144,6.611170081824474,11,98.0,0.2677417823928576,11,98.0,0
220.0,31,0,15,127,158,0,151.0,4.870967741935484,6.844732561497022,15,166.0,0.3850828086816588,15,166.0,0
225.0,29,0,15,131,160,0,226.0,7.793103448275862,4.355799304239427,15,241.0,0.2160125421930484,15,241.0,0
230.0,32,0,20,133,165,0,318.0,9.9375,4.436887681375664,20,333.0,0.2353240001199983,20,333.0,0
235.0,34,0,16,135,169,0,242.0,7.117647058823529,3.783543616898837,16,356.0,0.2223153276784914,16,356.0,0
240.0,36,0,11,135,171,0,82.0,2.2777777777777777,4.53829699817852,11,308.0,0.177737690410394,11,308.0,0
245.0,37,0,10,137,174,0,48.0,1.2972972972972974,6.220772428687235,10,207.0,0.2385739605485626,10,207.0,0
250.0,38,0,4,140,178,0,47.0,1.236842105263158,8.472304368182103,4,128.0,0.4448548277929313,4,128.0,0
255.0,36,0,2,145,181,0,3.0,0.0833333333333333,8.138075085470469,2,105.0,0.4958609987177807,2,105.0,0
260.0,33,0,7,151,184,0,25.0,0.7575757575757576,6.865988874119597,7,106.0,0.3246187025542701,7,106.0,0
