run,agent,episode_return,discounted_return,mean_return,R_bar,theta_norm,theta_change,theta_update_norm
1,t,-1025354.0,-263707.00253723783,-5126.77,13767.353891396202,1.4142135623730951,1.4142135623730951,1.4142135623730951
2,t,-844873.0,-270056.62730447354,-4224.365,5487.575160073642,1.414213562373095,0.7263511916874376,0.7263511916874376
3,t,-986248.0,-311251.01628673635,-4931.24,6327.189265943696,1.4142135623730951,1.7712612825579428,1.7712612825579428
4,t,-752152.0,-314681.39918311336,-3760.76,6332.444056140236,1.4142135623730951,1.521043054159403,1.521043054159403
5,t,-720576.0,-243617.82272039662,-3602.88,1442.3353468324472,1.414213562373095,1.999191254766354,1.999191254766354
6,t,-1095279.0,-406569.3333190847,-5476.395,7254.5851443483025,1.4142135623730951,1.937132379848292,1.937132379848292
7,t,-838045.0,-320512.2734536906,-4190.225,5061.428012411078,1.414213562373095,2.2268833879694867,2.2268833879694867
8,t,-1047915.0,-340866.70160625764,-5239.575,7097.3459285570825,1.4142135623730951,2.381199890642914,2.381199890642914
9,t,-192124.0,-82976.6135169771,-960.62,24.372990916951135,1.414213562373095,1.8589493373190997,1.8589493373190997
10,t,-9881.0,-4461.815740268564,-49.405,27.69865808544125,1.414213562373095,0.07412712970570443,0.07412712970570443
11,t,-8990.0,-3698.9199621233865,-44.95,55.65511918393061,1.414213562373095,0.06159282399787888,0.06159282399787888
12,t,-6831.0,-2616.5182826368155,-34.155,38.371138665250456,1.414213562373095,0.08508688813000825,0.08508688813000825
13,t,-7715.0,-3356.2114047103523,-38.575,22.544861409231554,1.4142135623730951,0.09642119233567974,0.09642119233567974
14,t,-9982.0,-4273.281460772124,-49.91,53.576886984086,1.4142135623730951,0.16675687409406942,0.16675687409406942
15,t,-7624.0,-3042.587864342742,-38.12,38.92601194532946,1.414213562373095,0.15191810899228106,0.15191810899228106
16,t,-10461.0,-4366.28280022681,-52.305,21.173197485209737,1.4142135623730951,0.3582447730400173,0.3582447730400173
17,t,-6455.0,-2682.3238976211933,-32.275,40.631819518119954,1.4142135623730951,0.23438922316608177,0.23438922316608177
18,t,-10868.0,-4060.0455151037368,-54.34,13.122213139114704,1.4142135623730951,0.3772598671809632,0.3772598671809632
19,t,-10404.0,-4637.6637704255845,-52.02,34.75058712509706,1.4142135623730951,0.23173965085961568,0.23173965085961568
20,t,-8588.0,-3634.185303883264,-42.94,29.331210713488467,1.414213562373095,0.08210347348169068,0.08210347348169068
21,t,-10985.0,-4207.564580417617,-54.925,121.80624944979583,1.4142135623730951,0.07777578789523631,0.07777578789523631
22,t,-11474.0,-4916.860985354705,-57.37,55.70788193636189,1.4142135623730951,0.08284130637172414,0.08284130637172414
23,t,-9757.0,-4679.0742453097955,-48.785,39.11378800836051,1.4142135623730951,0.05439201353884178,0.05439201353884178
24,t,-11775.0,-4299.390944033006,-58.875,176.81296235793644,1.414213562373095,0.10269328658328056,0.10269328658328056
25,t,-6616.0,-2703.461429173215,-33.08,26.623660378002427,1.414213562373095,0.07639531794542219,0.07639531794542219
26,t,-8700.0,-3851.34803614784,-43.5,66.27540916441687,1.4142135623730954,0.05728760970952198,0.05728760970952198
27,t,-11327.0,-4510.585219278829,-56.635,28.467495151216966,1.4142135623730951,0.0577755769016726,0.0577755769016726
28,t,-10843.0,-4530.032956664088,-54.215,23.965537755421213,1.414213562373095,0.0537745162851739,0.0537745162851739
29,t,-10312.0,-3929.423062247931,-51.56,162.30041078229536,1.4142135623730951,0.04541608584625585,0.04541608584625585
30,t,-8055.0,-3291.6722390544937,-40.275,79.44718964459463,1.4142135623730951,0.02255578746094838,0.02255578746094838
31,t,-11543.0,-4935.246560008495,-57.715,29.07314449601511,1.4142135623730951,0.11231978837072319,0.11231978837072319
32,t,-9419.0,-3736.6397294585445,-47.095,51.21806969633464,1.4142135623730951,0.07975682235622966,0.07975682235622966
33,t,-7467.0,-3464.6662448527827,-37.335,49.14828446541239,1.4142135623730951,0.08289657134360852,0.08289657134360852
34,t,-9145.0,-4141.829141876123,-45.725,58.8690104598985,1.4142135623730951,0.017349877947195193,0.017349877947195193
35,t,-7011.0,-3042.89519510733,-35.055,30.63079098948185,1.414213562373095,0.06979583615122785,0.06979583615122785
36,t,-7913.0,-3151.312450505601,-39.565,38.261347897166445,1.4142135623730951,0.030138848929954307,0.030138848929954307
37,t,-8642.0,-3535.2865117058464,-43.21,43.5178736599124,1.4142135623730951,0.0697799905502132,0.0697799905502132
38,t,-8614.0,-3651.254307880654,-43.07,31.683907472449068,1.414213562373095,0.050796458640018236,0.050796458640018236
39,t,-9692.0,-4181.3296094499065,-48.46,40.56029485073555,1.414213562373095,0.03718297352544304,0.03718297352544304
40,t,-8435.0,-3822.5746307055665,-42.175,16.850456878757296,1.4142135623730951,0.020598649575383016,0.020598649575383016
41,t,-11828.0,-5477.100407714077,-59.14,40.33873400857972,1.4142135623730951,0.0740843991680802,0.0740843991680802
42,t,-8236.0,-3278.564159841628,-41.18,44.427596437027404,1.4142135623730951,0.07195790649416225,0.07195790649416225
43,t,-7966.0,-3415.733032802612,-39.83,42.825645515060515,1.4142135623730951,0.04527241347503736,0.04527241347503736
44,t,-8952.0,-3809.6736243116716,-44.76,19.463433801588778,1.4142135623730951,0.06841926896484074,0.06841926896484074
45,t,-11023.0,-4307.8324616935715,-55.115,33.104803298039485,1.4142135623730951,0.05219986804116192,0.05219986804116192
46,t,-8723.0,-3857.529279085322,-43.615,51.682812411078224,1.414213562373095,0.09976460072320717,0.09976460072320717
47,t,-8436.0,-3841.1152769569353,-42.18,25.45530667296088,1.4142135623730951,0.05758237049887388,0.05758237049887388
48,t,-9409.0,-4073.5633314778024,-47.045,42.328331642419926,1.4142135623730951,0.07693434234635435,0.07693434234635435
49,t,-10281.0,-4418.64751659886,-51.405,32.46171699931717,1.414213562373095,0.04280994282752696,0.04280994282752696
50,t,-8776.0,-3661.9003783621256,-43.88,85.15069199738967,1.4142135623730951,0.045462635286577006,0.045462635286577006
