step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,16,0,0,0,16,0,0.0,0.0,14.181809632698187,0,0.0,0.972991798543194,0,0.0,0.972447252583281,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9742696789459274,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9741945549209197,0,0.0,0.9729828291220881,0,0.0,0.9745548217176297,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9776178603440042,0,0.0,1.0,0,0.0
10.0,32,0,0,0,32,0,0.0,0.0,13.136855782994665,0,0.0,0.9434019982555208,0,0.0,0.9630348444143729,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9629461368536463,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.963716457797223,0,0.0,0.9647258742504814,0,0.0,0.90690451974079,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8501729311977531,0,0.0,1.0,0,0.0
15.0,40,0,4,0,40,0,10.0,0.25,11.005572020263747,1,2.0,0.7486763697835919,0,0.0,0.9320637611303612,0,0.0,1.0,0,0.0,1.0,1,2.0,0.6032737849424334,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9469136802588016,0,0.0,0.9243805790902446,1,3.0,0.7251515067588112,0,0.0,0.9772626428759558,0,0.0,0.9857623810117668,0,0.0,0.9968636603819778,1,3.0,0.5798741645534417,0,0.0,1.0,4,10.0
20.0,56,0,3,0,56,0,14.0,0.25,10.728005214192008,1,1.0,0.7794472659238774,0,3.0,0.7838824772459417,0,0.0,1.0,0,0.0,1.0,0,0.0,0.7616238337412526,0,4.0,0.4757640089588711,0,0.0,1.0,0,0.0,1.0,0,0.0,0.7521803295040457,0,0.0,0.9211194144929262,2,13.0,0.5950217078174673,0,0.0,0.9429714090736402,0,0.0,0.9558061841701347,0,0.0,0.9549512262133426,0,0.0,0.750931459857694,0,4.0,0.4126645925894843,3,25.0
25.0,72,0,11,0,72,0,50.0,0.6944444444444444,10.317985133117796,2,8.0,0.6860205944871453,0,3.0,0.9684545078624308,0,0.0,1.0,0,0.0,0.9968636603819778,0,0.0,0.9532561974802339,0,4.0,0.9603861023273416,0,0.0,1.0,0,0.0,1.0,2,6.0,0.5892651557125846,1,1.0,0.5925127137095604,5,33.0,0.4613625192955816,1,2.0,0.7389393868173151,0,0.0,0.1585094924370063,0,0.0,0.9528764660459564,0,0.0,0.9444595731010325,0,4.0,0.9221385799189019,11,61.0
30.0,80,0,22,0,80,0,133.0,1.6625,8.791495816080477,4,24.0,0.5353950640461991,1,4.0,0.8469607337789011,0,0.0,0.9666532356293724,0,0.0,0.9671970994068712,0,0.0,0.9517933540013775,0,2.0,0.947519516609899,0,0.0,1.0,0,0.0,1.0,4,20.0,0.39954040880068714,3,11.0,0.4501865030175543,7,62.0,0.2727535886789757,1,7.0,0.40799259581660446,2,8.0,0.0001271047485643767,0,0.0,1.0,0,0.0,0.9394749676029799,0,0.0,0.926490596376014,22,138.0
35.0,96,0,25,0,96,0,221.0,2.3020833333333335,7.834825874535579,5,47.0,0.5137203694151896,2,7.0,0.6721173333781909,0,0.0,0.9530272977655088,0,0.0,0.9851544855223289,0,0.0,0.9340442178537669,0,0.0,0.9360036523406391,0,0.0,0.9583430662330912,0,0.0,0.9968636603819778,0,14.0,0.6383370849854867,4,29.0,0.38164512050676147,8,99.0,0.2522679959499388,4,21.0,0.0020161954783071566,2,22.0,0.2423339404296103,0,0.0,1.0,0,0.0,0.8677337503990682,0,0.0,0.48046573234366396,25,239.0
40.0,112,0,31,0,112,0,314.0,2.8035714285714284,7.365254348112681,7,81.0,0.45350018622572746,4,23.0,0.5580679958979045,0,2.0,0.29219135028280313,0,0.0,0.32111930169965064,0,0.0,0.9644360077369137,0,0.0,0.6128562932542712,0,0.0,0.8792638677603681,0,0.0,0.9584601737437257,0,0.0,0.9381536801733477,6,56.0,0.30058197653787644,10,143.0,0.24647755290495205,0,14.0,0.2351740405004689,0,4.0,0.8922396426129481,0,0.0,1.0,1,2.0,0.5583819218562122,3,13.0,0.19109689859382487,31,338.0
45.0,120,0,54,0,120,0,535.0,4.458333333333333,6.265232470024992,9,123.0,0.3287071385084754,7,52.0,0.4000517662308167,2,10.0,0.46543851479889087,2,7.0,8.698485515665212e-05,0,0.0,0.9001838788422452,2,7.0,0.6249717286360755,1,2.0,0.24204785215939206,0,0.0,1.0,2,2.0,0.7110062951910884,8,92.0,0.26587168094129376,12,198.0,0.12945943898945833,0,0.0,1.0,0,4.0,0.93694540826105,0,0.0,1.0,4,15.0,0.36981408467732846,5,35.0,0.44056387314134815,54,547.0
50.0,136,0,55,0,136,0,736.0,5.411764705882353,5.826512416664251,11,176.0,0.29241924420056714,8,89.0,0.4706164536735322,2,24.0,0.6741346746753558,2,17.0,0.0,1,2.0,0.7764260814738589,3,19.0,0.4781758028180651,5,17.0,0.0008791965715445802,0,0.0,1.0,0,0.0,0.6899432030489342,9,140.0,0.24610706013546144,14,264.0,0.12249251451046247,0,0.0,1.0,0,0.0,0.888078220293291,0,0.0,1.0,0,12.0,0.40990841863799615,0,31.0,0.5743756587634266,55,791.0
