step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,16,0,0,0,16,0,0.0,0.0,13.05003910704598,0,0.0,0.9735454957907042,0,0.0,0.9758551137816094,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9748306456568078,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9761894293856443,0,0.0,0.9752519212263967,0,0.0,0.9712273955909074,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9730383042464479,0,0.0,1.0,0,0.0
10.0,32,0,0,0,32,0,0.0,0.0,13.247459171842877,0,0.0,0.9586579373753898,0,0.0,0.9777419433150031,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9707447589010515,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9780855875132234,0,0.0,0.9783706094511223,0,0.0,0.9763686247439978,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9790466344347996,0,0.0,1.0,0,0.0
15.0,40,0,2,0,40,0,5.0,0.125,10.963065044291822,1,3.0,0.7465126491579438,0,0.0,0.9521663361724184,0,0.0,1.0,0,0.0,1.0,1,2.0,0.6781870471015171,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9490793750699101,0,0.0,0.9660150755378376,0,0.0,0.801499922561284,0,0.0,0.9736435039682645,0,0.0,0.9639473454546421,0,0.0,0.9502306189654103,0,0.0,0.6473956945246971,0,0.0,1.0,2,5.0
20.0,56,0,3,0,56,0,8.0,0.14285714285714285,10.141213927883127,1,2.0,0.719957460287119,0,3.0,0.7643624441332394,0,0.0,1.0,0,0.0,1.0,0,0.0,0.7939874740634076,0,3.0,0.44840442236819134,0,0.0,1.0,0,0.0,1.0,0,0.0,0.917928143494618,0,0.0,0.9298474830515823,2,6.0,0.55295649907218,0,0.0,0.9797221610544907,0,0.0,0.9481791837586626,0,0.0,0.9651788441329494,0,0.0,0.7065639688503597,0,1.0,0.4740046972425488,3,15.0
25.0,72,0,7,0,72,0,36.0,0.5,10.545026698168613,2,10.0,0.6357384889695837,0,3.0,0.9426872641341644,0,0.0,0.936695572310325,0,0.0,0.9502306189654103,0,0.0,0.9474119556906352,0,3.0,0.9056698608273409,0,0.0,1.0,0,0.0,1.0,1,1.0,0.6812822518432551,0,0.0,0.8747146404403205,4,25.0,0.4902920240749694,0,0.0,0.7140382173038762,0,0.0,0.9343175236529304,0,0.0,0.952034642776403,0,0.0,0.9604757012561328,0,1.0,0.8586425562786859,7,43.0
30.0,80,0,17,0,80,0,100.0,1.25,8.832993288399065,5,30.0,0.5266507389867047,0,3.0,0.9126741715876449,0,0.0,0.9779396553759157,0,0.0,0.936958322348033,0,0.0,0.9207134078661645,0,3.0,0.9456736929038551,0,0.0,1.0,0,0.0,1.0,2,9.0,0.5617247235093102,2,4.0,0.5347977997044252,6,51.0,0.2539416078114958,1,5.0,0.527571762104526,0,0.0,0.9718397719782395,1,1.0,0.028016211473294122,0,0.0,0.9643553646239391,0,1.0,0.8881034698933646,17,107.0
35.0,96,0,30,0,96,0,220.0,2.2916666666666665,7.010320716503713,6,59.0,0.4478798338918456,2,2.0,0.720547268517114,0,0.0,0.6143579620779004,0,0.0,1.0,0,0.0,0.892546873971914,0,0.0,0.9717536784469967,0,0.0,0.9197661768181403,0,0.0,0.9797667642275074,3,22.0,0.46863746491902863,3,16.0,0.4404434106960791,8,88.0,0.2500607543787846,3,18.0,0.3656390312044775,0,0.0,1.0,3,13.0,4.5155874603032104e-05,0,0.0,0.9399846399691955,2,3.0,0.35327916995537434,30,221.0
40.0,112,0,40,0,112,0,345.0,3.080357142857143,6.631921010866803,9,100.0,0.44709983428112243,3,14.0,0.6333413500032922,2,6.0,0.3124369834296121,0,0.0,1.0,1,2.0,0.5462119223339946,0,0.0,0.9876547944773921,0,0.0,0.9401916154589247,0,0.0,0.9785269792590849,1,14.0,0.6722481369100496,5,37.0,0.3329354168944342,10,133.0,0.22584226871197952,0,8.0,0.18389835964534063,0,4.0,0.42293318643976857,3,28.0,0.0,0,0.0,0.9325965923095829,6,29.0,0.3856810510650606,40,375.0
45.0,120,0,50,0,120,0,564.0,4.7,6.019277222107466,10,147.0,0.3312909914687121,5,35.0,0.5283743300482445,0,0.0,0.2991763339687811,0,0.0,1.0,4,20.0,0.3691577357847373,1,2.0,0.001051466786495432,1,5.0,0.501007786209023,0,0.0,1.0,0,0.0,0.7433104566179057,7,70.0,0.27472811539948466,11,187.0,0.13050308673001682,0,0.0,1.0,0,4.0,0.9240805230048554,3,43.0,0.0,1,3.0,0.7187784889540154,7,61.0,0.5269744302809041,50,577.0
50.0,136,0,61,0,136,0,771.0,5.669117647058823,5.77940129451632,12,202.0,0.3568831032577441,7,68.0,0.4761280260139712,0,0.0,1.0,0,4.0,0.43955140173864526,0,16.0,0.46667420692454115,1,7.0,0.0,4,19.0,0.4290735000540681,0,0.0,1.0,4,9.0,0.5065860557173922,9,111.0,0.23101815634249914,14,253.0,0.15023119930332104,0,0.0,1.0,0,4.0,0.9004560847948756,0,16.0,0.21351132540605222,1,8.0,0.7851015711989736,9,103.0,0.4348836485600588,61,820.0
55.0,152,0,71,0,152,0,1084.0,7.131578947368421,5.951211846258836,15,267.0,0.29590476669685656,9,110.0,0.4278522133887468,0,0.0,0.8925943844443749,0,4.0,0.9224339084155604,0,0.0,0.8719639703986598,1,16.0,0.7981630179845783,6,44.0,0.31994538457903576,0,0.0,1.0,1,15.0,0.6198122726829315,11,166.0,0.23712306812482328,16,327.0,0.13454258702281552,0,0.0,1.0,0,0.0,0.7887237010475544,0,0.0,1.0,1,13.0,0.8048342228754853,11,152.0,0.228081876689865,71,1114.0
60.0,159,0,77,1,160,0,1443.0,9.075471698113208,5.781602821366819,16,343.0,0.21640302989366686,11,160.0,0.3579889498154891,0,0.0,0.9583107251489474,0,2.0,0.9221828255965931,0,0.0,0.9776605402511876,0,4.0,0.8905693532046477,6,72.0,0.060885377895119226,0,0.0,1.0,2,9.0,0.6273555721711311,12,225.0,0.33712133334104355,17,411.0,0.07967386281085811,0,0.0,1.0,0,0.0,0.763555025731417,0,0.0,1.0,1,18.0,0.7335464165109287,12,212.0,0.1758439540473911,77,1456.0
65.0,175,0,91,1,176,0,1870.0,10.685714285714285,5.437651032749197,17,427.0,0.2434564924477992,13,217.0,0.30565539431382777,0,0.0,0.7999360468048939,0,0.0,1.0,0,0.0,0.9725172741782363,1,2.0,0.7075669360998814,6,102.0,0.31763666193944984,0,0.0,0.9391963786560908,5,29.0,0.588907438362578,14,293.0,0.4174052349040359,20,503.0,0.07801883317569,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,23.0,0.7531485167969689,14,281.0,0.12053489918904153,91,1877.0
70.0,188,0,104,4,192,0,2317.0,12.324468085106384,4.63083518860871,19,519.0,0.2520709978952552,14,283.0,0.27621255961344454,3,7.0,0.3276171079369111,0,0.0,1.0,1,1.0,0.7825548663236515,5,18.0,0.3650405176212813,6,132.0,0.4252449458886127,0,0.0,0.7161651566658987,0,20.0,0.5768704468262723,17,368.0,0.35137271781074575,21,605.0,0.08948832648929804,0,0.0,1.0,0,4.0,0.5023719036121674,0,0.0,1.0,1,28.0,0.7567522019385786,17,359.0,0.0980922355888476,104,2344.0
75.0,196,0,124,4,200,0,2898.0,14.785714285714286,3.764337522016679,22,623.0,0.18123417975973766,17,360.0,0.20849501390094224,8,37.0,0.005992881712316098,0,0.0,1.0,1,6.0,0.47955202107698996,6,48.0,1.867972084564466e-05,8,168.0,0.3781612104815386,0,0.0,0.24131736501704326,2,8.0,0.6373263973871891,18,455.0,0.1802109144023332,23,715.0,0.04814443765885864,0,0.0,1.0,0,4.0,0.8580561261488456,0,0.0,1.0,1,33.0,0.7500660176650855,18,448.0,0.08316012241868938,124,2905.0
80.0,208,0,137,8,216,0,3514.0,16.89423076923077,3.4428641582330095,23,737.0,0.18566872059189307,18,447.0,0.26823237293685653,3,51.0,0.10717459758621939,0,0.0,1.0,4,19.0,0.45490679925957633,6,78.0,0.0,12,225.0,0.16592968087988683,0,0.0,1.0,5,27.0,0.4382772441511788,20,551.0,0.09287393617479464,25,835.0,0.05112504280407549,0,0.0,1.0,0,4.0,0.8933912952746109,0,0.0,1.0,1,38.0,0.7585060789307017,20,545.0,0.08942132104428797,137,3557.0
85.0,222,0,138,10,232,0,4067.0,18.31981981981982,3.648854395953619,25,857.0,0.16900881745951596,19,541.0,0.23330490348862962,0,21.0,0.7082456066297015,0,0.0,1.0,0,15.0,0.5413951773162352,6,112.0,0.10723945826775227,17,298.0,0.22348403456949562,0,0.0,1.0,1,23.0,0.530092026274118,22,661.0,0.11964178116325828,26,962.0,0.04578706937664973,0,0.0,1.0,0,0.0,0.883122055837094,0,0.0,1.0,0,0.0,0.7244442588853112,22,650.0,0.021458242988852235,138,4140.0
90.0,223,0,154,17,240,0,4803.0,21.53811659192825,3.524881713464486,27,986.0,0.123828533509307,21,642.0,0.1849413863693484,0,0.0,0.8733244850441879,0,0.0,1.0,0,2.0,0.8766208418483444,6,142.0,0.4458167910722513,19,391.0,0.3143370248604881,0,0.0,1.0,2,7.0,0.7345996244979514,24,776.0,0.19584708183357427,29,1101.0,0.029034702986534447,0,0.0,1.0,0,0.0,0.8534154085673985,0,0.0,1.0,2,6.0,0.4913113641885001,24,767.0,3.8064518382509406e-06,154,4820.0
