step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,12,0,0,0,12,0,0.0,0.0,12.119254490728615,0,0.0,0.9069828050868741,0,0.0
10.0,12,0,0,0,12,0,0.0,0.0,12.41503363058061,0,0.0,0.9293349411669799,0,0.0
15.0,18,0,2,0,18,0,2.0,0.1111111111111111,7.628018415928576,2,2.0,0.5184950115265067,2,2.0
20.0,18,0,6,0,18,0,25.0,1.3888888888888888,8.70277943111678,6,25.0,0.4754386158703297,6,25.0
25.0,23,0,2,1,24,0,3.0,0.13043478260869565,8.300138756366833,2,15.0,0.5097176823014476,2,15.0
30.0,18,0,5,6,24,0,24.0,1.3333333333333333,8.443449478181188,5,24.0,0.5054597056126119,5,24.0
35.0,21,0,7,7,28,0,52.0,2.4761904761904763,6.515673187864548,7,52.0,0.3341634409331122,7,52.0
40.0,23,0,0,11,34,0,0.0,0.0,7.47348355571925,0,31.0,0.5982247803303591,0,31.0
45.0,25,0,1,13,38,0,3.0,0.12,8.65308875614177,1,7.0,0.6447676474160225,1,7.0
50.0,27,0,3,13,40,0,5.0,0.18518518518518517,8.189825311885906,1,2.0,0.46362766406346706,1,2.0
55.0,26,0,8,18,44,0,37.0,1.4230769230769231,7.322198546902268,7,30.0,0.3827286812089668,7,30.0
60.0,21,0,5,23,44,0,43.0,2.0476190476190474,7.6102516513457665,4,41.0,0.4153091898130099,4,41.0
65.0,24,0,2,26,50,0,2.0,0.08333333333333333,9.371591722176001,2,15.0,0.6303890693886641,2,15.0
70.0,21,0,5,29,50,0,18.0,0.8571428571428571,8.668213962623643,5,18.0,0.455460228462675,5,18.0
75.0,29,0,8,33,62,0,53.0,1.8275862068965518,7.301546327533327,8,53.0,0.45205218259543645,8,53.0
80.0,24,0,4,38,62,0,11.0,0.4583333333333333,7.427228073181389,2,45.0,0.6049647054628665,2,45.0
85.0,30,0,6,38,68,0,22.0,0.7333333333333333,7.098741157671318,4,28.0,0.5084121870059806,4,28.0
90.0,30,0,5,38,68,0,19.0,0.6333333333333333,7.879736845055158,5,24.0,0.39617491702278296,5,24.0
95.0,30,0,4,42,72,0,9.0,0.3,8.06263078466195,3,17.0,0.43420949618766863,3,17.0
100.0,26,0,8,48,74,0,41.0,1.5769230769230769,7.513306456486339,8,45.0,0.3643826178576556,8,45.0
105.0,26,0,9,52,78,0,84.0,3.230769230769231,6.326672256488184,9,88.0,0.3013384576511161,9,88.0
110.0,27,0,4,57,84,0,7.0,0.25925925925925924,6.275375395961141,4,74.0,0.48020571404581747,4,74.0
115.0,28,2,6,58,86,0,19.0,0.6785714285714286,7.187545880356423,4,53.0,0.5044654492638789,4,53.0
120.0,30,0,8,58,88,0,58.0,1.9333333333333333,6.830893332297731,6,78.0,0.3848641610612176,6,78.0
125.0,31,2,2,61,92,0,3.0,0.0967741935483871,8.095032284589387,2,61.0,0.4643308359200524,2,61.0
130.0,27,0,10,67,94,0,33.0,1.2222222222222223,6.430411541106139,10,91.0,0.2499763825271943,10,91.0
