run,agent,episode_return,discounted_return,mean_return,R_bar,theta_norm,theta_change,theta_update_norm
23,t,-549567.0,-278081.09375,-274266.71875,-372497.3906117261,0.26601800551311205,0.06589561727745114,0.06589561727745114
24,t,-617892.0,-320274.34375,-300820.375,-365329.6890505535,0.348974907072773,0.20871661178154424,0.20871661178154424
25,t,-1329956.0,-638392.6875,-697947.1875,-398591.43889549817,0.345962583703496,0.006039084091068799,0.006039084091068799
26,t,-1482079.0,-721258.0,-768033.625,-435535.65750594833,0.342876240824637,0.0053571284709370654,0.0053571284709370654
27,t,-1205965.0,-579982.6875,-631782.125,-455160.3042553535,0.3375903111127152,0.011219551274991482,0.011219551274991482
28,t,-1555959.0,-765777.625,-797839.125,-489428.1863298182,0.330960507913503,0.011329507552662542,0.011329507552662542
29,t,-889158.0,-429325.65625,-464125.59375,-486897.9270718364,0.3285857606349586,0.01263120263789041,0.01263120263789041
30,t,-961641.0,-453793.5,-512385.4375,-489446.6781146528,0.3347860446850119,0.012718629563859366,0.012718629563859366
31,t,-1109654.0,-530699.0625,-584261.9375,-498928.2040531875,0.3353471634171021,0.00493033137178461,0.00493033137178461
32,t,-1459471.0,-716455.1875,-750180.375,-524053.42114786874,0.32812573558239605,0.012327803984205691,0.012327803984205691
33,t,-1479603.0,-719883.125,-766918.625,-548339.9415330819,0.3212885514317025,0.009817207187640885,0.009817207187640885
34,t,-1555786.0,-765821.875,-797622.25,-573268.1723797738,0.31162827578467117,0.017345563561181325,0.017345563561181325
35,t,-1302427.0,-629266.25,-679453.375,-583886.6926417964,0.30612826242912283,0.010875175101118201,0.010875175101118201
36,t,-485722.0,-247138.515625,-241054.875,-549603.5108776168,0.317424248366299,0.01996236894622353,0.01996236894622353
37,t,-1303218.0,-633966.375,-675591.1875,-562202.2785398551,0.3145956447149287,0.0044005426970449395,0.0044005426970449395
38,t,-851238.0,-403353.0625,-451918.46875,-551173.8975608697,0.32427882619482046,0.017885046858674414,0.017885046858674414
39,t,-999923.0,-475864.84375,-528816.8125,-548938.1890547827,0.31965824340267696,0.014047771863253896,0.014047771863253896
40,t,-1006646.0,-489624.21875,-521918.03125,-546236.1732743045,0.3325403758570127,0.02903964009374096,0.02903964009374096
41,t,-1479879.0,-721676.1875,-765419.5,-568154.505946874,0.326106658931794,0.00979119374890897,0.00979119374890897
42,t,-821902.0,-392642.84375,-433185.625,-554657.6178521867,0.32830403607273156,0.01785099038024168,0.01785099038024168
43,t,-934997.0,-452054.65625,-487462.84375,-547938.140441968,0.33179606174462495,0.010654910009280885,0.010654910009280885
44,t,-1354264.0,-665277.0,-695639.8125,-562708.3076477712,0.32664938366777935,0.010987939004768833,0.010987939004768833
45,t,-1241827.0,-590991.5625,-656745.375,-572112.0143829942,0.328369643242911,0.006334999330176048,0.006334999330176048
46,t,-1137399.0,-550781.75,-592125.125,-574113.3254446947,0.31862476636762316,0.028207754190126,0.028207754190126
47,t,-479234.0,-234230.859375,-247345.4375,-541436.5366502253,0.32577777789138007,0.023846550448368274,0.023846550448368274
48,t,-1109853.0,-531637.875,-583531.5,-545646.0329852027,0.3132764167087638,0.027552445879081094,0.027552445879081094
49,t,-1398845.0,-679736.8125,-725905.5,-563671.9796866825,0.29984781627363355,0.02873178848084546,0.02873178848084546
50,t,-888682.0,-426437.78125,-466508.59375,-553955.6410930143,0.29189921193550245,0.019917344781354682,0.019917344781354682
