step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,12,0,0,0,12,0,0.0,0.0,5.477068090407799,0,0.0,0.39920670700316147,0,0.0
10.0,14,0,0,0,14,0,0.0,0.0,11.79657387490127,0,0.0,0.8392217869689853,0,0.0
15.0,18,2,0,0,18,0,0.0,0.0,9.087998852485377,0,0.0,0.6098641659329905,0,0.0
20.0,24,0,5,0,24,0,12.0,0.5,5.934804502570977,5,12.0,0.3563974403087258,5,12.0
25.0,27,2,12,1,28,0,45.0,1.6666666666666667,6.754523662348085,12,45.0,0.38044873828520276,12,45.0
30.0,28,0,10,2,30,0,90.0,3.2142857142857144,7.290695474028013,10,90.0,0.33111654456760464,10,90.0
35.0,26,0,10,6,32,0,107.0,4.115384615384615,6.521175279683016,10,107.0,0.37525827408710705,10,107.0
40.0,36,0,16,8,44,0,161.0,4.472222222222222,4.534768763354267,16,161.0,0.22116564948262643,16,161.0
45.0,36,0,16,10,46,0,233.0,6.472222222222222,5.735306268472262,16,233.0,0.35772495152640044,16,233.0
50.0,37,2,14,13,50,0,162.0,4.378378378378378,4.046779487840913,14,255.0,0.2846512073936717,14,255.0
55.0,42,0,17,14,56,0,137.0,3.261904761904762,3.6247416693174768,17,219.0,0.18270557591120506,17,219.0
60.0,42,0,16,14,56,0,214.0,5.095238095238095,6.445156141541186,16,222.0,0.2893858993634455,16,222.0
65.0,44,0,14,18,62,0,183.0,4.159090909090909,4.853205424587983,14,254.0,0.22590313686206573,14,254.0
70.0,42,0,15,22,64,0,225.0,5.357142857142857,5.579616573615926,15,263.0,0.2627560123239919,15,263.0
75.0,46,4,18,26,72,0,314.0,6.826086956521739,5.420823922617646,18,322.0,0.20306581183468592,18,322.0
80.0,48,0,14,30,78,0,326.0,6.791666666666667,5.445275453495687,14,376.0,0.26492882707890436,14,376.0
85.0,46,2,18,36,82,0,363.0,7.891304347826087,5.390240312694919,18,399.0,0.2924640701974983,18,399.0
90.0,46,0,21,38,84,0,452.0,9.826086956521738,4.998502033604318,21,456.0,0.21656513021147816,21,456.0
95.0,47,0,20,41,88,0,421.0,8.957446808510639,4.923517585677857,20,483.0,0.23102924197864214,20,483.0
100.0,48,0,28,46,94,0,533.0,11.104166666666666,4.2729597596753806,28,533.0,0.1630559785338719,28,533.0
105.0,46,0,28,50,96,0,671.0,14.58695652173913,3.9500956986825475,28,671.0,0.19252216330011054,28,671.0
110.0,49,6,25,53,102,0,739.0,15.081632653061224,2.2482181732063125,25,781.0,0.09918070087106115,25,781.0
115.0,53,1,29,56,109,0,867.0,16.358490566037737,3.8680635514832136,29,874.0,0.20592356563914668,29,874.0
120.0,54,0,28,56,110,0,1007.0,18.64814814814815,5.1339822337112215,28,1007.0,0.21845226690090616,28,1007.0
125.0,57,0,32,59,116,0,917.0,16.087719298245613,3.596136593519861,32,1072.0,0.13402978816918787,32,1072.0
130.0,55,1,24,64,119,0,805.0,14.636363636363637,4.316447230217264,24,1051.0,0.16782977697960752,24,1051.0
135.0,56,2,22,68,124,0,884.0,15.785714285714286,4.806483147200651,22,988.0,0.18143763885833167,22,988.0
140.0,55,0,20,73,128,0,953.0,17.327272727272728,4.536890981503213,20,1081.0,0.23017614000164996,20,1081.0
145.0,58,4,34,78,136,0,1068.0,18.413793103448278,3.166442647092377,34,1172.0,0.13729071096520942,34,1172.0
150.0,60,0,32,80,140,0,1215.0,20.25,4.056121074901158,32,1319.0,0.16366263921706994,32,1319.0
155.0,58,0,31,84,142,0,1225.0,21.120689655172413,4.221443299705265,31,1402.0,0.22010480198261473,31,1402.0
160.0,58,0,40,90,148,0,1399.0,24.120689655172413,2.243319638258752,40,1503.0,0.09121261829127748,40,1503.0
165.0,62,0,42,90,152,0,1609.0,25.951612903225808,2.592213795528087,42,1713.0,0.09907753249305691,42,1713.0
170.0,63,2,42,93,156,0,1776.0,28.19047619047619,2.2822646124011,42,1899.0,0.0942283440675683,42,1899.0
175.0,62,1,43,97,159,0,1985.0,32.016129032258064,2.9039672883799486,43,2089.0,0.1369462570181893,43,2089.0
180.0,62,0,45,98,160,0,2202.0,35.516129032258064,2.556198577431945,45,2306.0,0.0619446628587358,45,2306.0
185.0,71,1,48,100,171,0,2439.0,34.352112676056336,2.863769739948923,48,2543.0,0.11027378437390409,48,2543.0
190.0,68,0,50,106,174,0,2683.0,39.455882352941174,2.443621653757795,50,2787.0,0.11640056218817163,50,2787.0
195.0,70,2,48,108,178,0,2623.0,37.47142857142857,1.9940908160178679,48,2898.0,0.0914516279506831,48,2898.0
200.0,73,1,46,110,183,0,2365.0,32.397260273972606,2.5532507002229488,46,2875.0,0.09758000744202486,46,2875.0
205.0,76,2,46,112,188,0,2272.0,29.894736842105264,3.5660365171183286,46,2776.0,0.12126416307573547,46,2776.0
210.0,72,2,32,116,188,0,2223.0,30.875,3.5935456166828916,32,2938.0,0.16989923553820482,32,2938.0
215.0,68,2,34,122,190,0,2356.0,34.64705882352941,3.2322368972690945,34,3091.0,0.1483911697857157,34,3091.0
220.0,78,2,48,124,202,0,2557.0,32.782051282051285,2.933427871556835,48,3292.0,0.12434586065990354,48,3292.0
225.0,79,0,50,127,206,0,2793.0,35.35443037974684,2.7417243730109404,50,3528.0,0.11902789979740468,50,3528.0
230.0,78,2,61,132,210,0,3072.0,39.38461538461539,1.4801070166875843,61,3807.0,0.06833512536007394,61,3807.0
235.0,81,0,71,135,216,0,3393.0,41.888888888888886,1.0149651521781766,71,4129.0,0.04779483793203157,71,4129.0
240.0,80,0,70,136,216,0,3741.0,46.7625,1.398526227276839,70,4477.0,0.06786112002492312,70,4477.0
245.0,82,2,72,138,220,0,4095.0,49.9390243902439,1.2937004914869916,72,4831.0,0.062413487054159576,72,4831.0
250.0,84,2,74,138,222,0,4459.0,53.083333333333336,1.2464042562035498,74,5195.0,0.03612724184425716,74,5195.0
255.0,88,8,75,140,228,0,4829.0,54.875,1.3030958895026354,75,5565.0,0.06246722602815412,75,5565.0
260.0,89,6,74,143,232,0,5199.0,58.41573033707865,1.4223608494621702,74,5935.0,0.06575492092899379,74,5935.0
265.0,90,10,78,144,234,0,5575.0,61.94444444444444,1.1787284820137602,78,6311.0,0.049541104984316575,78,6311.0
270.0,89,10,80,145,234,0,5974.0,67.12359550561797,1.18602776352336,80,6710.0,0.04069322620615374,80,6710.0
275.0,91,10,74,147,238,0,5985.0,65.76923076923077,1.3381241790941187,74,6873.0,0.05368619656424616,74,6873.0
280.0,90,14,65,150,240,0,5721.0,63.56666666666667,1.9145425868715582,65,6783.0,0.08125827375659629,65,6783.0
285.0,91,14,61,151,242,0,5562.0,61.120879120879124,2.5807373011568613,61,6504.0,0.08157154464952505,61,6504.0
290.0,93,20,51,155,248,0,5295.0,56.935483870967744,2.5684838411554196,51,6761.0,0.11164664184218774,51,6761.0
295.0,91,18,54,161,252,0,5281.0,58.032967032967036,2.6571369767270507,54,6998.0,0.13522397803703967,54,6998.0
300.0,93,14,63,163,256,0,5570.0,59.89247311827957,2.0766472831869467,63,7287.0,0.07813794616522857,63,7287.0
305.0,94,16,63,166,260,0,5819.0,61.90425531914894,1.7538233513289911,63,7406.0,0.07450344647137302,63,7406.0
310.0,97,12,62,171,268,0,6040.0,62.2680412371134,1.8659938711179926,62,7350.0,0.07732703000028437,62,7350.0
315.0,100,14,63,172,272,0,6300.0,63.0,2.7290283780419964,63,7177.0,0.09138863025020673,63,7177.0
320.0,97,14,58,177,274,0,6514.0,67.15463917525773,2.2783586408393597,58,7459.0,0.0974531511408594,58,7459.0
325.0,98,20,66,182,280,0,6779.0,69.1734693877551,2.1543375618881995,66,7732.0,0.10319677008297982,66,7732.0
330.0,102,14,68,184,286,0,7096.0,69.56862745098039,2.1100761278628437,68,8049.0,0.08773197223066095,68,8049.0
335.0,104,12,76,186,290,0,7461.0,71.74038461538461,1.7337105954677852,76,8414.0,0.05525972857321574,76,8414.0
340.0,105,12,84,191,296,0,7866.0,74.91428571428571,1.2747772678102938,84,8819.0,0.032654169690128396,84,8819.0
345.0,106,10,92,196,302,0,8310.0,78.39622641509433,0.9018326395561358,92,9263.0,0.025617778121530488,92,9263.0
350.0,106,14,96,198,304,0,8783.0,82.85849056603773,0.9991838955721345,96,9736.0,0.0446712295130381,96,9736.0
355.0,107,14,98,199,306,0,9263.0,86.57009345794393,0.883102492361314,98,10216.0,0.03524162858002954,98,10216.0
360.0,106,14,98,200,306,0,9753.0,92.00943396226415,0.9774635170540467,98,10706.0,0.03340268336310625,98,10706.0
365.0,108,22,98,202,310,0,10243.0,94.8425925925926,1.068506348386556,98,11196.0,0.04147580552406006,98,11196.0
370.0,108,22,98,204,312,0,10733.0,99.37962962962963,0.8585713913654573,98,11686.0,0.027125638462169588,98,11686.0
375.0,108,26,100,206,314,0,11231.0,103.99074074074075,0.7917832292808716,100,12184.0,0.02266009050534185,100,12184.0
380.0,111,26,101,207,318,0,11731.0,105.68468468468468,0.8753352911182543,101,12684.0,0.040380341955443336,101,12684.0
385.0,111,30,102,209,320,0,12231.0,110.1891891891892,0.9478084854785566,102,13184.0,0.04497136355781462,102,13184.0
390.0,110,30,102,210,320,0,12735.0,115.77272727272727,0.8683513194965632,102,13688.0,0.027933353932747637,102,13688.0
395.0,110,30,102,212,322,0,13245.0,120.4090909090909,0.8978616700684892,102,14198.0,0.02795971515386208,102,14198.0
400.0,113,38,102,213,326,0,13755.0,121.72566371681415,1.0636465998610272,102,14708.0,0.033307938800207056,102,14708.0
405.0,113,38,102,215,328,0,14265.0,126.23893805309734,0.9316395486870831,102,15218.0,0.023704463727342598,102,15218.0
410.0,112,42,104,218,330,0,14785.0,132.00892857142858,0.7620818200046123,104,15738.0,0.038526555390810006,104,15738.0
415.0,114,43,107,219,333,0,15305.0,134.25438596491227,0.7757672159065574,107,16258.0,0.03316649742523208,107,16258.0
420.0,114,42,104,220,334,0,15825.0,138.81578947368422,0.9641655249976628,104,16778.0,0.03855923221004922,104,16778.0
425.0,114,46,106,222,336,0,16350.0,143.42105263157896,0.8463927145998223,106,17303.0,0.03079289794172084,106,17303.0
430.0,114,46,106,224,338,0,16880.0,148.0701754385965,0.75982623767038,106,17833.0,0.02510758394847396,106,17833.0
435.0,117,54,106,225,342,0,17410.0,148.8034188034188,0.8906859901978375,106,18363.0,0.037557900399178556,106,18363.0
440.0,116,54,106,228,344,0,17940.0,154.6551724137931,0.6306626762054617,106,18893.0,0.0356563678706008,106,18893.0
445.0,118,58,110,228,346,0,18480.0,156.61016949152543,0.7912610491578347,110,19433.0,0.03023889752342083,110,19433.0
450.0,117,58,108,229,346,0,19020.0,162.56410256410257,0.8677825069710907,108,19973.0,0.03526972117411545,108,19973.0
455.0,118,58,108,232,350,0,19560.0,165.76271186440678,0.8215168608230169,108,20513.0,0.0321428821349372,108,20513.0
460.0,119,62,110,233,352,0,20104.0,168.94117647058823,0.824490171274199,110,21057.0,0.025272404950307206,110,21057.0
465.0,120,62,110,234,354,0,20654.0,172.11666666666667,0.8631196363563771,110,21607.0,0.030652934840906317,110,21607.0
470.0,122,70,111,236,358,0,21204.0,173.80327868852459,0.8438937219273565,111,22157.0,0.02703739487471673,111,22157.0
475.0,121,70,114,239,360,0,21757.0,179.8099173553719,0.7028593774946711,114,22710.0,0.03158906701397822,114,22710.0
480.0,120,70,112,240,360,0,22317.0,185.975,0.785512272841674,112,23270.0,0.02722951710371219,112,23270.0
485.0,121,74,112,241,362,0,22877.0,189.06611570247935,0.87348247793092,112,23830.0,0.027439540041113226,112,23830.0
490.0,123,74,113,243,366,0,23438.0,190.5528455284553,0.8267012375059533,113,24391.0,0.02342768830902933,113,24391.0
495.0,123,78,114,245,368,0,24008.0,195.1869918699187,0.8013923805720335,114,24961.0,0.02922503998789688,114,24961.0
500.0,122,78,114,248,370,0,24578.0,201.45901639344262,0.6960063834460071,114,25531.0,0.018436695059092574,114,25531.0
